T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
hungrybox,mew2king,arc,tafokints,0,0,-1
wizzrobe,westballz,rael,valdo,0,0,-1
mango,s2j,mojo,jake13,0,0,-1
sfat,shroomed,gahtzu,axe,0,0,-1
hungrybox,mew2king,wizzrobe,westballz,0,3,1
mango,s2j,sfat,shroomed,1,2,3
hungrybox,mew2king,sfat,shroomed,1,2,3
sfat,shroomed,hungrybox,mew2king,0,3,2
arc,tafokints,rael,valdo,1,0,3
mojo,jake13,gahtzu,axe,1,2,3
mango,s2j,rael,valdo,0,3,0
wizzrobe,westballz,gahtzu,axe,1,1,3
mango,s2j,gahtzu,axe,0,3,1
hungrybox,mew2king,mango,s2j,0,3,2
