p1,p2,finalPlacement
coltross,49
wakkakong,49
goldenpantsdiscowinter,65
brizzybartok,65
lickoctopusbozomozo,65
ibg$,17
leffenhungrybox,3
krizskiyardsale,33
marukugigglyfart,33
sawrikluka,33
kyletranimal,17
poknopuke,65
windrosejamrun,17
zirenjon,33
radicalfoxsilo,65
byodshrub,65
dethslayrmuse,65
dlosurpasmash,65
brocskylan,65
soft servechirka,49
professor prodruggedfox,9
viceroyandroyd,33
enjoycosman,65
heartlesssilo,97
mprimemgeezus,25
weon-xkage the warrior,13
durandaltobi,65
marko64empire,33
smuvguccipivotmaster4000,65
paul the beastkoebeldwill,97
rf!aully,65
gnatleather daddy,33
heartbreakerlxix,17
tobybubs,65
amilkterm,49
cyandr.shots,33
jp3riot,49
saggystardusttyuip,33
tagless laurenimyt,65
luxyjoebigs,49
v115ak,33
tobidjnour,65
sedimentary rockpoop,25
kalegreener,33
madodio,49
rabbitgerb,25
dkbillswail,65
hotboimrhappy,65
egojoey,49
duck chrisrumble,65
stickmani-dog,17
mombacatdayman,25
iridiumshchoo,65
mangolucky,2
melpyxccoftw,49
shroomedarmada,4
l2plinksta,25
commishnorth dr,65
the moondj nintendo,5
shashareker,65
nintntdope,25
krispysmoothlil brown,65
bcryptgarbage prince,65
iceduck,65
kevinot eric,49
coffeeblacksauc3,13
raynexryan ford,7
veranibblespure_bazurek,65
reubthedoobcaelan,49
mokyphake,25
brtarolgzorc,25
gemiguminabi,65
damian tysonplat,97
alpha dashjam,17
n0nenightmare,9
grapefruitmossman,65
rileyreadsm3k,33
schmavaguos,49
kidney thiefhvac,33
lahtihex,17
syphichanalliecat,17
vanitasliquid,33
kidslippy,65
blizzecto,65
perhapsmanspaceghost,65
prince abuswedish delight,9
alphicansquaff,9
forktrulliam,13
aquxhippo,33
jesusdirt,65
floodsaus,13
spoopynate$,97
dog wearing sunglassestoodee,49
elustar,49
jaw13uck5h0t,49
severiank,33
westballzmacd,5
pewpewusfat,1
wizzrobenintendude,7
haydjoatguy,49
