T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
nomis,simon,jm,ceephax,0,2,1
azzu,knubs.,k,severian,0,2,0
the brons kneecap,led free,hello,a link named slykbacc,1,0,2
chango,xest,pilzlotta,keff,0,2,0
shroomed,alan,nomis,simon,0,2,0
holo,naythin,phalanx,russy,1,0,2
shanahan,brum,azzu,knubs.,1,0,2
nugget,nfreak,dr. chekhov,sweetyjesus,0,2,0
darkrain,shinobi,hello,a link named slykbacc,1,-1,0
pendragon,dr. greenthumb,federade,faceoats,0,0,-1
pgh carroll,s1,chango,xest,0,2,0
sute,crustl0rd,danku,johnnycamine,0,2,0
shroomed,alan,phalanx,russy,0,2,0
azzu,knubs.,nugget,nfreak,0,2,0
hello,a link named slykbacc,pendragon,dr. greenthumb,0,2,0
pgh carroll,s1,sute,crustl0rd,0,2,0
shroomed,alan,azzu,knubs.,0,2,0
hello,a link named slykbacc,pgh carroll,s1,1,0,2
shroomed,alan,pgh carroll,s1,0,2,0
shroomed,alan,azzu,knubs.,0,-2,-2
danku,johnnycamine,jm,ceephax,1,0,2
federade,faceoats,k,severian,1,-1,0
dr. chekhov,sweetyjesus,the brons kneecap,led free,0,2,0
holo,naythin,pilzlotta,keff,1,0,2
jm,ceephax,chango,xest,1,0,2
k,severian,darkrain,shinobi,0,0,-1
dr. chekhov,sweetyjesus,shanahan,brum,0,2,0
pilzlotta,keff,nomis,simon,1,0,2
nugget,nfreak,chango,xest,1,0,2
phalanx,russy,k,severian,1,0,2
sute,crustl0rd,dr. chekhov,sweetyjesus,1,0,2
pendragon,dr. greenthumb,nomis,simon,0,2,0
chango,xest,k,severian,0,2,1
dr. chekhov,sweetyjesus,pendragon,dr. greenthumb,0,2,1
hello,a link named slykbacc,chango,xest,0,2,0
azzu,knubs.,dr. chekhov,sweetyjesus,0,2,0
hello,a link named slykbacc,azzu,knubs.,1,1,2
pgh carroll,s1,azzu,knubs.,1,0,2
miles,king fedora,duel,game,1,1,2
barrage,sylar,brothabebz,doghaus,0,2,0
skate,eight oh eight,soy,frenzy,1,0,2
slippy,pr0tein,metric,@ashkon_,1,0,2
reno,lucky,duel,game,0,2,0
