T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
curls,voodoo man,mew,dairdev1l,1,-2,-2
ciz,lawn chair,bullshooter,cr,0,-2,-2
jozi,nainsoo,milo,fang,0,-2,-2
prince abu,bladewise,ruru,blondie,0,2,0
malkasaur,slacks,slypig,billyboy48,1,0,2
crush,swiftbass,rhan,kratos,0,2,0
adhd,atomsk,lkan,shas,0,2,0
pewpewu,sfat,mew,dairdev1l,0,2,0
ciz,lawn chair,jozi,nainsoo,1,1,2
prince abu,bladewise,slypig,billyboy48,0,2,0
crush,swiftbass,adhd,atomsk,1,0,2
pewpewu,sfat,jozi,nainsoo,0,2,0
prince abu,bladewise,adhd,atomsk,0,2,0
pewpewu,sfat,prince abu,bladewise,0,2,0
pewpewu,sfat,prince abu,bladewise,0,-2,-2
bullshooter,cr,milo,fang,1,-1,0
ruru,blondie,malkasaur,slacks,1,1,2
rhan,kratos,lkan,shas,0,2,0
crush,swiftbass,curls,voodoo man,0,2,0
slypig,billyboy48,milo,fang,0,2,0
ciz,lawn chair,malkasaur,slacks,0,2,0
mew,dairdev1l,rhan,kratos,1,1,2
crush,swiftbass,slypig,billyboy48,0,2,0
ciz,lawn chair,rhan,kratos,0,2,0
jozi,nainsoo,crush,swiftbass,1,0,2
adhd,atomsk,ciz,lawn chair,1,0,2
crush,swiftbass,ciz,lawn chair,0,2,0
prince abu,bladewise,crush,swiftbass,0,2,0
eleven,noodle,carrot lord,nik,0,-2,-2
fats,xlax,nipples,hop,0,0,-1
carrot lord,nik,daddy,bluefalcon,1,-2,-2
yoyo,heartstrings,eleven,noodle,0,-2,-2
yoyo,heartstrings,jank,vino,1,-2,-2
chillindude,chudat,eleven,noodle,0,-2,-2
chillindude,chudat,daddy,bluefalcon,0,-2,-2
chillindude,chudat,bigvegetabluntz,mafia,0,-2,-2
chillindude,chudat,homemadewaffles,dizzkidboogie,0,-2,-2
chillindude,chudat,homemadewaffles,dizzkidboogie,0,-2,-2
colbol,gahtzu,veggietales,fly sloth,1,-1,0
colbol,gahtzu,jank,vino,1,-1,0
daddy,bluefalcon,fats,xlax,1,-2,-2
webs,fendricklamar,veggietales,fly sloth,0,-2,-2
webs,fendricklamar,velocity,widl,1,-2,-2
webs,fendricklamar,homemadewaffles,dizzkidboogie,1,-2,-2
velocity,widl,fats,xlax,0,-2,-2
velocity,widl,bizzie smalls,j$,0,-2,-2
velocity,widl,veggietales,fly sloth,0,-2,-2
milk,ship,bizzie smalls,j$,0,-2,-2
nipples,hop,yoyo,heartstrings,1,-1,0
bigvegetabluntz,mafia,velocity,widl,0,-2,-2
bigvegetabluntz,mafia,velocity,widl,0,-2,-2
bigvegetabluntz,mafia,milk,ship,0,-2,-2
bigvegetabluntz,mafia,jank,vino,0,-2,-2
homemadewaffles,dizzkidboogie,fats,xlax,0,-2,-2
homemadewaffles,dizzkidboogie,yoyo,heartstrings,0,-2,-2
homemadewaffles,dizzkidboogie,bigvegetabluntz,mafia,0,-2,-2
jank,vino,webs,fendricklamar,1,-2,-2
jank,vino,milk,ship,0,-2,-2
hungrybox,plup,joehowardjr,b,0,-2,-2
urbok,seanzy,volk,koschka,1,-1,0
alex19,ruse,ultimascout,spoodbeest,1,-2,-2
peanutphobia,emodinosaur,lion,armo,0,-2,-2
frootloop,laudandus,trl,mwl,0,-2,-2
kaiser-gl,azen zagenite,geodude,birdup,1,-1,0
ryan ford,n0ne,trouts,rickpicks,0,-2,-2
dr. lip,ctm,holz!,flimwad,0,-2,-2
hungrybox,plup,volk,koschka,0,-2,-2
ultimascout,spoodbeest,peanutphobia,emodinosaur,0,-2,-2
frootloop,laudandus,geodude,birdup,0,-2,-2
ryan ford,n0ne,dr. lip,ctm,0,-2,-2
hungrybox,plup,ultimascout,spoodbeest,0,-2,-2
frootloop,laudandus,ryan ford,n0ne,0,-2,-2
hungrybox,plup,frootloop,laudandus,0,-2,-2
hungrybox,plup,frootloop,laudandus,0,-2,-2
joehowardjr,b,urbok,seanzy,0,0,-1
alex19,ruse,lion,armo,0,-2,-2
trl,mwl,kaiser-gl,azen zagenite,0,0,-1
trouts,rickpicks,holz!,flimwad,0,-2,-2
dr. lip,ctm,joehowardjr,b,1,-2,-2
geodude,birdup,alex19,ruse,1,-2,-2
peanutphobia,emodinosaur,trl,mwl,0,-2,-2
volk,koschka,trouts,rickpicks,0,-2,-2
joehowardjr,b,alex19,ruse,1,-2,-2
peanutphobia,emodinosaur,volk,koschka,0,-2,-2
ultimascout,spoodbeest,alex19,ruse,1,-2,-2
ryan ford,n0ne,peanutphobia,emodinosaur,0,-2,-2
alex19,ruse,ryan ford,n0ne,1,-2,-2
frootloop,laudandus,ryan ford,n0ne,0,-2,-2
just jason,minty,crawfish,ako,0,0,-1
prison,zain,thewizard,disciple,0,0,-1
admiral,rold gold,kaptinkillem,dingus,0,2,0
the moon,dj nintendo,dezno,myztek,0,2,0
berry,toss event,maxi,kirbeeb,0,2,0
mike melee,repfigit,blueeco,notechskill,0,2,0
trapsloth,silence,jab,cosmic,0,2,0
druggedfox,wizzrobe,just jason,minty,0,2,1
prison,zain,admiral,rold gold,0,2,0
the moon,dj nintendo,berry,toss event,0,2,0
mike melee,repfigit,trapsloth,silence,0,2,1
druggedfox,wizzrobe,prison,zain,0,2,0
the moon,dj nintendo,mike melee,repfigit,0,2,0
druggedfox,wizzrobe,the moon,dj nintendo,0,2,1
druggedfox,wizzrobe,the moon,dj nintendo,0,-2,-2
thewizard,disciple,kaptinkillem,dingus,1,-1,0
dezno,myztek,maxi,kirbeeb,0,2,0
blueeco,notechskill,jab,cosmic,0,2,0
trapsloth,silence,crawfish,ako,0,0,-1
berry,toss event,kaptinkillem,dingus,0,2,0
admiral,rold gold,dezno,myztek,0,2,0
just jason,minty,blueeco,notechskill,0,2,0
trapsloth,silence,berry,toss event,0,2,0
admiral,rold gold,just jason,minty,1,0,2
prison,zain,trapsloth,silence,0,2,0
mike melee,repfigit,just jason,minty,0,2,0
prison,zain,mike melee,repfigit,1,1,2
the moon,dj nintendo,mike melee,repfigit,0,2,0
nfreak,korobeniki,life,scale,1,-2,-2
zanguzen,jflex,federade,faceoats,0,-2,-2
tipper,nurok,sharkz,gato,0,-2,-2
kjh,duck,kush wizard,odin,0,-2,-2
toe,ricky,twunt,kobra,0,-2,-2
husband,war_and_peach,tauvalian,seabass,0,-2,-2
njzfinest,bunnyblast,professor peen,beer,1,-2,-2
westballz,macd,life,scale,0,-2,-2
zanguzen,jflex,tipper,nurok,0,-2,-2
kjh,duck,toe,ricky,0,-2,-2
husband,war_and_peach,professor peen,beer,0,-2,-2
westballz,macd,zanguzen,jflex,0,-2,-2
kjh,duck,husband,war_and_peach,0,-2,-2
westballz,macd,kjh,duck,0,-2,-2
westballz,macd,zanguzen,jflex,0,-2,-2
federade,faceoats,sharkz,gato,1,-2,-2
kush wizard,odin,twunt,kobra,0,-2,-2
tauvalian,seabass,njzfinest,bunnyblast,0,-2,-2
professor peen,beer,nfreak,korobeniki,0,-2,-2
toe,ricky,sharkz,gato,1,-2,-2
tipper,nurok,kush wizard,odin,0,-2,-2
life,scale,tauvalian,seabass,1,-2,-2
professor peen,beer,sharkz,gato,1,-2,-2
tipper,nurok,tauvalian,seabass,0,-2,-2
zanguzen,jflex,sharkz,gato,0,-2,-2
husband,war_and_peach,tipper,nurok,0,-2,-2
zanguzen,jflex,husband,war_and_peach,0,-2,-2
kjh,duck,zanguzen,jflex,1,-2,-2
nostromo,vitaminc,green ranger,wawa,1,0,2
wenbobular,violence,nutsack,stitchface,0,2,0
cava,kvn,supadice2,ricky,1,0,2
smashg0d,llod,regi,duk,0,2,0
stormchicken,shuckle,clorox,buu,1,0,2
emt_sol,phish-it,snacks!,bmc,0,2,0
dutch,~20%,slug,chum,0,2,0
s2j,mango,green ranger,wawa,1,-1,0
wenbobular,violence,supadice2,ricky,0,2,0
smashg0d,llod,clorox,buu,0,2,0
emt_sol,phish-it,dutch,~20%,0,2,0
green ranger,wawa,wenbobular,violence,0,2,1
smashg0d,llod,emt_sol,phish-it,0,2,0
green ranger,wawa,smashg0d,llod,1,0,2
smashg0d,llod,emt_sol,phish-it,0,-2,-2
nutsack,stitchface,cava,kvn,0,2,1
regi,duk,stormchicken,shuckle,1,0,2
snacks!,bmc,slug,chum,0,2,1
dutch,~20%,nostromo,vitaminc,0,0,-1
clorox,buu,nutsack,stitchface,1,1,2
supadice2,ricky,stormchicken,shuckle,0,2,1
s2j,mango,snacks!,bmc,1,-1,0
dutch,~20%,nutsack,stitchface,1,1,2
supadice2,ricky,snacks!,bmc,1,1,2
wenbobular,violence,nutsack,stitchface,0,2,0
emt_sol,phish-it,snacks!,bmc,0,2,0
wenbobular,violence,emt_sol,phish-it,1,0,2
green ranger,wawa,emt_sol,phish-it,1,0,2
bonkcushy,yat,crimsonkid,hazystalebread,0,2,0
ctl,bigwenz,mornag,burritowolf,0,2,0
rik,kira,funk,musicmasterjtw,0,2,0
cyrain,milkman,hyperslurpie,babycakes,0,2,0
hazygoose,toasty,kevocb,eastrock,0,2,0
tian,dr. z,easy,etone,0,2,0
ders,coffeemug,just watch,squab,0,0,-1
slox,swedish delight,bonkcushy,yat,0,2,0
ctl,bigwenz,rik,kira,1,0,2
cyrain,milkman,hazygoose,toasty,0,2,0
tian,dr. z,ders,coffeemug,0,2,0
slox,swedish delight,rik,kira,0,2,0
cyrain,milkman,tian,dr. z,0,2,0
slox,swedish delight,cyrain,milkman,1,1,2
cyrain,milkman,slox,swedish delight,0,-2,-2
mornag,burritowolf,funk,musicmasterjtw,0,2,0
hyperslurpie,babycakes,kevocb,eastrock,0,2,0
easy,etone,just watch,squab,0,0,-1
ders,coffeemug,crimsonkid,hazystalebread,0,2,0
hazygoose,toasty,mornag,burritowolf,0,2,0
ctl,bigwenz,hyperslurpie,babycakes,0,2,1
bonkcushy,yat,easy,etone,0,2,0
ders,coffeemug,hazygoose,toasty,1,1,2
ctl,bigwenz,bonkcushy,yat,0,2,1
rik,kira,hazygoose,toasty,0,2,0
tian,dr. z,ctl,bigwenz,0,2,0
rik,kira,tian,dr. z,0,2,0
slox,swedish delight,rik,kira,0,2,0
lew lew,quest,ouicava,ross,0,2,1
4%,housewife,archive,kos,0,2,0
tesla,doll,vortex,equal,1,-2,-2
zgetto,amsah,organic,tanwad,0,-2,-2
puddle,arcadia,vench,theperfectname,0,-2,-2
amsa,toph,semi,arc tres,1,1,2
papa john,emilywaves,phrez,cat_tree,0,2,0
axe,doh,lew lew,quest,0,-2,-2
4%,housewife,vortex,equal,1,-2,-2
zgetto,amsah,puddle,arcadia,0,2,0
semi,arc tres,papa john,emilywaves,0,-2,-2
axe,doh,vortex,equal,0,-2,-2
zgetto,amsah,semi,arc tres,0,2,0
axe,doh,zgetto,amsah,0,-2,-2
axe,doh,zgetto,amsah,0,-2,-2
archive,kos,tesla,doll,1,0,2
organic,tanwad,vench,theperfectname,0,-2,-2
amsa,toph,phrez,cat_tree,0,2,0
papa john,emilywaves,ouicava,ross,0,-2,-2
puddle,arcadia,tesla,doll,1,0,2
4%,housewife,organic,tanwad,0,2,0
lew lew,quest,amsa,toph,1,0,2
papa john,emilywaves,tesla,doll,1,-2,-2
4%,housewife,amsa,toph,1,0,2
vortex,equal,tesla,doll,0,-2,-2
semi,arc tres,amsa,toph,0,2,1
vortex,equal,semi,arc tres,0,-2,-2
zgetto,amsah,vortex,equal,0,2,0
pewpewu,sfat,axe,doh,0,2,0
cyrain,milkman,smashg0d,llod,0,-2,-2
hungrybox,plup,druggedfox,wizzrobe,0,-2,-2
westballz,macd,chillindude,chudat,0,2,0
pewpewu,sfat,cyrain,milkman,0,-2,-2
hungrybox,plup,westballz,macd,0,-2,-2
pewpewu,sfat,hungrybox,plup,1,-2,-2
hungrybox,plup,pewpewu,sfat,1,1,3
pewpewu,sfat,hungrybox,plup,1,1,3
prince abu,bladewise,zgetto,amsah,0,2,1
slox,swedish delight,emt_sol,phish-it,0,-2,-2
frootloop,laudandus,the moon,dj nintendo,1,-2,-2
zanguzen,jflex,homemadewaffles,dizzkidboogie,1,-2,-2
chillindude,chudat,prince abu,bladewise,0,-2,-2
druggedfox,wizzrobe,slox,swedish delight,1,-2,-2
smashg0d,llod,the moon,dj nintendo,1,-2,-2
axe,doh,homemadewaffles,dizzkidboogie,0,-2,-2
chillindude,chudat,slox,swedish delight,1,-2,-2
the moon,dj nintendo,axe,doh,1,-2,-2
cyrain,milkman,slox,swedish delight,1,-2,-2
westballz,macd,axe,doh,0,-2,-2
slox,swedish delight,westballz,macd,1,-2,-2
pewpewu,sfat,westballz,macd,0,3,1
