T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
oldiz,length plank,spitzy,erki,0,3,0
oldiz,length plank,dragmire jr,z,0,2,0
eagle,stelzig,pad,taiki,0,2,0
eagle,stelzig,kage,toa,1,1,3
eagle,stelzig,taka,big dick bandit,0,3,1
nils,maximus,viking,husbrann,0,2,0
nils,maximus,knææ,doby,0,3,1
dyne,destruben,tas,ds,0,2,0
dyne,destruben,porksoda,flims,0,2,0
masamune,kriz,deathgazer,explo,0,2,0
masamune,kriz,sverre,harald,0,3,0
masamune,kriz,martin,isbjørn,0,2,0
spitzy,erki,burgerize,snafu,0,2,0
spitzy,erki,sped,devilgamer,0,2,0
maxsimon123,rich,g.i. moe,quarry,1,0,2
maxsimon123,rich,wulf,terrorcheese,0,2,0
plufball,japf,vortex,donaxi,0,2,0
plufball,japf,krax,dw,0,2,0
johsyjam,call_of_cow,viktoralsos,isifys,0,2,1
johsyjam,call_of_cow,batch,skyreon,1,0,2
dahl,alchemist,gfd,slothic,0,2,0
niklas2912,emperor,wulf,terrorcheese,0,2,0
pad,taiki,haettis,henke,0,2,0
vortex,donaxi,schvein,brekke,0,2,1
mm720,irotikuz,plufball,japf,0,2,0
mm720,irotikuz,zodz,ælj,0,3,0
rax,johnnyfight,batch,skyreon,0,2,0
rax,johnnyfight,gardex,petteh,1,1,3
rax,johnnyfight,p-chips,pricent,0,3,2
redlime,in progress,eros,themaik,1,1,2
voff3,sukou,jiichan,nurk,0,2,0
voff3,sukou,niklas2912,emperor,0,2,0
otak_,solo,endeby,pilot,1,0,2
otak_,solo,gfd,slothic,0,2,1
tas,ds,burgerize,snafu,0,2,0
deathgazer,explo,thomdore,theredsock,0,3,2
deathgazer,explo,nintendork,zarinax,0,2,0
deathgazer,explo,endeby,pilot,0,3,0
thomdore,theredsock,spitzy,erki,0,2,0
thomdore,theredsock,henrikvenn,ung jedi,0,3,2
nintendork,zarinax,schvein,brekke,0,2,1
nintendork,zarinax,martin,isbjørn,0,2,0
batch,skyreon,pews,cap,0,2,0
phade,maskless,maxsimon123,rich,0,2,0
phade,maskless,shiftingshadows,willz,0,3,2
endeby,pilot,tailz,gongong,0,2,0
overtriforce,trif,veps,shank,0,2,0
overtriforce,trif,eagle,stelzig,0,3,0
overtriforce,trif,zaik,yabasta,0,3,0
overtriforce,trif,adamayonmike,zgetto,0,3,0
overtriforce,trif,random-ness,zoler,0,3,0
kage,toa,g.i. moe,quarry,0,3,0
kage,toa,captainjack,ryuker,0,3,0
kage,toa,long daddy green,apeduden,0,2,0
kage,toa,imperfect,calle w,1,1,3
sverre,harald,mm720,irotikuz,0,3,1
sverre,harald,tas,ds,0,2,0
sverre,harald,batch,skyreon,0,3,0
sverre,harald,bose,zaf,1,0,3
zaik,yabasta,voff3,sukou,1,0,3
zaik,yabasta,cyberabbit,gblade,0,2,0
taka,big dick bandit,vesp,shot,1,2,3
taka,big dick bandit,paf,sweattypad,0,2,0
cyberabbit,gblade,veps,shank,1,0,3
cyberabbit,gblade,raptormoses,madlobster,0,0,-1
vesp,shot,redlime,in progress,0,2,0
vesp,shot,voff3,sukou,0,3,0
vesp,shot,skam,pappa,0,2,0
viking,husbrann,miller,sengoh,0,2,0
viking,husbrann,eros,themaik,0,2,0
professor pro,chillindude,niklas2912,emperor,0,2,0
professor pro,chillindude,overtriforce,trif,1,1,3
professor pro,chillindude,phex,usleon,0,-2,-2
professor pro,chillindude,adamayonmike,zgetto,0,3,0
professor pro,chillindude,vj,king funk,0,3,0
professor pro,chillindude,gustavus adolphus,levingy,0,2,0
brtarolg,fuzzyness,nils,maximus,0,2,0
brtarolg,fuzzyness,phade,maskless,0,3,0
brtarolg,fuzzyness,vdogg,flikkflakk,1,2,3
brtarolg,fuzzyness,eros,themaik,0,2,0
gardex,petteh,oldiz,length plank,0,3,0
gardex,petteh,otak_,solo,0,2,0
gardex,petteh,nintendork,zarinax,0,3,0
gardex,petteh,vdogg,flikkflakk,1,1,3
zodz,ælj,dahl,alchemist,0,2,0
zodz,ælj,tailz,gongong,0,2,1
knææ,doby,haettis,henke,0,2,0
knææ,doby,sigmar,lonbach,0,2,0
shiftingshadows,willz,pad,taiki,0,3,0
shiftingshadows,willz,vesp,shot,0,2,0
shiftingshadows,willz,gustavus adolphus,levingy,0,3,0
birdperson,hawk,veps,shank,1,1,2
birdperson,hawk,flamo,drasil,0,2,0
android,armada,vortex,donaxi,0,2,0
android,armada,mm720,irotikuz,0,3,0
android,armada,overtriforce,trif,0,3,1
android,armada,overtriforce,trif,0,3,0
android,armada,brtarolg,fuzzyness,0,3,0
android,armada,leffen,ice,1,2,3
android,armada,leffen,ice,0,3,2
android,armada,bose,zaf,0,3,0
leffen,ice,dahl,alchemist,0,2,0
leffen,ice,rax,johnnyfight,0,3,0
leffen,ice,professor pro,chillindude,0,3,0
leffen,ice,android,armada,1,2,3
leffen,ice,random-ness,zoler,0,3,0
leffen,ice,frikky,issi^,0,3,0
phex,usleon,masamune,kriz,0,3,0
phex,usleon,thomdore,theredsock,0,3,0
phex,usleon,sped,devilgamer,0,2,0
phex,usleon,imperfect,calle w,0,3,1
adamayonmike,zgetto,oldiz,length plank,0,3,0
adamayonmike,zgetto,masamune,kriz,0,3,1
adamayonmike,zgetto,imperfect,calle w,0,3,0
adamayonmike,zgetto,henrikvenn,ung jedi,0,2,0
g.i. moe,quarry,jiichan,nurk,0,2,1
dragmire jr,z,pews,cap,0,2,0
dragmire jr,z,henrikvenn,ung jedi,1,0,2
vj,king funk,shiftingshadows,willz,0,2,1
vj,king funk,zorc,askeflink,1,1,3
vj,king funk,skam,pappa,0,2,0
captainjack,ryuker,viking,husbrann,0,3,0
captainjack,ryuker,knææ,doby,0,2,0
vdogg,flikkflakk,kage,toa,0,3,2
vdogg,flikkflakk,vesp,shot,0,3,0
vdogg,flikkflakk,adamayonmike,zgetto,1,0,3
