T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
homemadewaffles,fatgoku,joe schmo,puc,0,2,0
joseidon,mayan ryan,bupo,dozy,0,2,0
kalamazhu,s0ft,dz,smirked,0,2,1
homemadewaffles,fatgoku,joseidon,mayan ryan,0,2,0
kalamazhu,s0ft,homemadewaffles,fatgoku,1,0,2
bupo,dozy,wonder,staples,0,2,0
elliot,dispo,snake,tri,1,0,2
burgerdon,geof t. samus,kegypt,whimsy,0,2,0
bupo,dozy,joe schmo,puc,1,0,2
snake,tri,burgerdon,geof t. samus,1,1,2
dz,smirked,joe schmo,puc,0,2,0
joseidon,mayan ryan,burgerdon,geof t. samus,0,2,1
dz,smirked,joseidon,mayan ryan,1,0,2
kalamazhu,s0ft,joseidon,mayan ryan,0,-2,-2
zgetto,adamayonmike,rustin,pookie,0,2,0
zgetto,adamayonmike,chief,smurf,0,2,0
zgetto,adamayonmike,raxcity,$,0,2,0
gooey,soap,bean,fullprice,1,0,2
gooey,soap,raxcity,$,1,0,2
salad,floyd,bean,fullprice,0,2,0
salad,floyd,lauerman,willson,0,2,0
smartfolk,micah,gooey,soap,1,0,2
rustin,pookie,bean,fullprice,0,2,0
rustin,pookie,chief,smurf,0,-2,-2
rustin,pookie,reeves,qualp,0,2,0
chief,smurf,salad,floyd,0,2,0
chief,smurf,smartfolk,micah,0,2,0
chief,smurf,reeves,qualp,0,2,0
raxcity,$,lauerman,willson,0,2,0
reeves,qualp,salad,floyd,0,2,1
reeves,qualp,raxcity,$,0,2,1
pewpewu,sfat,zgetto,adamayonmike,0,2,0
bladewise,syrox,silent wolf,lovage805,0,2,1
twin,javi,s2j,n0ne,1,1,2
westballz,gahtzu,trif,overtriforce,1,0,2
ice,leffen,homemadewaffles,fatgoku,0,2,0
the moon,professor pro,druggedfox,reno,0,2,1
hungrybox,swedish delight,crush,dizzkidboogie,0,2,0
wizzrobe,prince f. abu,mikehaze,tai,0,2,1
pewpewu,sfat,bladewise,syrox,0,2,0
s2j,n0ne,trif,overtriforce,1,1,2
ice,leffen,the moon,professor pro,1,1,2
hungrybox,swedish delight,wizzrobe,prince f. abu,0,2,1
pewpewu,sfat,trif,overtriforce,0,3,0
the moon,professor pro,hungrybox,swedish delight,1,1,3
pewpewu,sfat,hungrybox,swedish delight,0,3,0
pewpewu,sfat,ice,leffen,0,3,2
