T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
the moon,professor pro,zarinax,norway,0,2,0
kcg,gabytime,jerem,hercules,1,0,2
nizro,ajp_anton,chelly,skrull,0,2,0
thomdore,martin,gojv,dabs,0,2,0
the moon,professor pro,jerem,hercules,0,2,0
nizro,ajp_anton,thomdore,martin,0,2,1
the moon,professor pro,nizro,ajp_anton,0,-2,-2
zarinax,norway,kcg,gabytime,1,-2,-2
chelly,skrull,gojv,dabs,0,2,1
thomdore,martin,kcg,gabytime,0,2,0
jerem,hercules,chelly,skrull,0,2,0
thomdore,martin,jerem,hercules,0,-2,-2
calle w,humpe,1tan,yung petri,0,2,0
sak,endeby,snabbdjur,eekim,1,-1,0
daydee,pricent,stuffekarl,midgeet,0,2,0
setchi,liberz,nano,alx,0,2,1
calle w,humpe,snabbdjur,eekim,0,2,0
daydee,pricent,setchi,liberz,0,2,0
calle w,humpe,daydee,pricent,0,-2,-2
1tan,yung petri,sak,endeby,0,0,-1
stuffekarl,midgeet,nano,alx,1,0,2
setchi,liberz,1tan,yung petri,0,2,0
snabbdjur,eekim,nano,alx,0,2,0
setchi,liberz,snabbdjur,eekim,0,-2,-2
ice,leffen,quarry,hawk,0,2,0
nils,maximus,parttimenoob,hest,0,2,0
aniolas,stax,reb,draz,0,0,-1
howie,taka,cel,sanchez,0,2,0
ice,leffen,nils,maximus,0,2,0
aniolas,stax,howie,taka,0,2,0
ice,leffen,aniolas,stax,0,-2,-2
quarry,hawk,parttimenoob,hest,0,2,0
reb,draz,cel,sanchez,1,-1,0
howie,taka,quarry,hawk,1,0,2
nils,maximus,cel,sanchez,0,2,0
quarry,hawk,nils,maximus,0,-2,-2
sebovich,aelg,sheep,wingus,1,1,2
dizzkidboogie,sfat,sheep,wingus,0,2,0
pots,tonymalone,momspaghetti,feradit,1,0,2
mistrrlove,imperfect,kekkeri,zartzu,0,2,0
flodens mun,rpg,japf,knææ,0,2,0
dizzkidboogie,sfat,momspaghetti,feradit,0,2,0
mistrrlove,imperfect,flodens mun,rpg,1,1,2
dizzkidboogie,sfat,flodens mun,rpg,0,-2,-2
japf,knææ,sebovich,aelg,0,2,0
japf,knææ,kekkeri,zartzu,0,2,1
pots,tonymalone,sheep,wingus,0,2,0
momspaghetti,feradit,japf,knææ,1,1,2
mistrrlove,imperfect,pots,tonymalone,0,2,0
japf,knææ,mistrrlove,imperfect,0,-2,-2
crush,homemadewaffles,cazqu33n,avr,0,2,0
metallix,dino,ælj,toa,1,1,2
frenzy,jam,peliq,best,0,2,0
plinci,pelotaz0,ludvig4,herr råbob,0,2,0
crush,homemadewaffles,ælj,toa,0,2,0
frenzy,jam,plinci,pelotaz0,0,2,0
crush,homemadewaffles,frenzy,jam,0,-2,-2
cazqu33n,avr,metallix,dino,1,0,2
peliq,best,ludvig4,herr råbob,0,2,0
plinci,pelotaz0,metallix,dino,1,0,2
ælj,toa,peliq,best,0,2,0
metallix,dino,ælj,toa,0,-2,-2
acurutax,dyne,fiddlerontheroof,gusti,1,1,2
acurutax,dyne,alexander,razor ramon,0,2,0
priapos,widde,fiddlerontheroof,gusti,0,-2,-2
priapos,widde,alexander,razor ramon,0,2,0
priapos,widde,bokk,englebassen,0,2,0
alexander,razor ramon,arson,five,0,2,0
alexander,razor ramon,loz,jägerfox,0,2,0
blaze,däumling,priapos,widde,0,2,0
blaze,däumling,fiddlerontheroof,gusti,0,2,0
blaze,däumling,alox,djagof,0,-2,-2
bokk,englebassen,fiddlerontheroof,gusti,1,0,2
alox,djagof,acurutax,dyne,0,2,0
alox,djagof,arson,five,0,2,0
loz,jägerfox,fiddlerontheroof,gusti,1,1,2
brtarolg,fuzzyness,j.love,spag,0,2,0
voff3,sukou,flippy_o,moe,1,0,2
k-12,belia,laser thunder,sebson,0,2,0
err40,slime mage,kubbi,pelso,1,1,2
brtarolg,fuzzyness,flippy_o,moe,0,2,0
k-12,belia,kubbi,pelso,0,2,0
