P1, P2, set winner
syco,xexzee,0
gne renegade,devinchi,0
wadi,johnnstr,0
syco,gne renegade,1
wadi,gne renegade,0
devinchi,tokn,0
xexzee,mello mind,0
sooshi mang,cob,1
tengu,watermelonfacts.org,0
devinchi,xexzee,0
cob,tengu,0
johnnstr,devinchi,0
syco,cob,0
johnnstr,syco,1
gne renegade,syco,0
dr.shady,low expectations,0
valciar,plaz,0
kth,mjfish,1
blahloozer,tunn3lsn4k3sru13,0
james,dr.shady,0
vipermoon,valciar,1
dan,mjfish,0
advo,blahloozer,0
james,valciar,0
dan,advo,0
james,dan,0
blahloozer,low expectations,0
mjfish,plaz,1
vipermoon,kth,0
dr.shady,tunn3lsn4k3sru13,0
blahloozer,plaz,1
vipermoon,dr.shady,0
valciar,plaz,0
advo,vipermoon,0
valciar,advo,1
dan,advo,0
palushina,belletire,0
plague_2,soniccynics,0
pyr0,arma,1
techtonio,rook,1
void,palushina,0
anelg,plague_2,1
kingkong,arma,0
komota,rook,0
void,plague_2,0
kingkong,komota,0
void,kingkong,0
rook,belletire,0
arma,soniccynics,0
anelg,pyr0,0
palushina,techtonio,0
rook,arma,1
anelg,palushina,1
plague_2,arma,1
komota,palushina,0
arma,komota,0
kingkong,arma,0
log,shreddern64,1
shreddern64,gidy,0
rubio,strider blue,1
strider blue,shreddern64,0
strider blue,af,0
rayes,log,0
rayes,gidy,0
rayes,rubio,1
quilly,strider blue,0
quilly,rayes,0
quilly,psi-guy,0
zero,quilly,0
zero,iiliitist,0
zero,loe1,0
iiliitist,af,0
iiliitist,rubio,1
psi-guy,rubio,0
psi-guy,strider blue,0
loe1,shreddern64,0
loe1,quilly,0
loe1,psi-guy,0
grandedgemaster,yumyum,0
mementomori,dayman,1
hypn0tiq,theamazingpie,1
grabsomeeyes,outset,1
k9sbruce,grandedgemaster,0
emerald,dayman,1
sethsational,theamazingpie,0
forsaken,outset,0
k9sbruce,dayman,0
sethsational,forsaken,1
k9sbruce,forsaken,0
outset,yumyum,1
theamazingpie,mementomori,0
emerald,hypn0tiq,0
grandedgemaster,grabsomeeyes,0
yumyum,theamazingpie,1
emerald,grandedgemaster,1
dayman,theamazingpie,1
sethsational,grandedgemaster,0
theamazingpie,sethsational,1
forsaken,sethsational,0
frenzy,vegeta,1
ez$,vondo,1
blenderer,jakat,0
emmecks,liacci,0
karna,vegeta,0
hiro,vondo,1
boscotty,blenderer,0
adorable knight,emmecks,0
karna,vondo,0
boscotty,adorable knight,1
karna,adorable knight,0
emmecks,frenzy,0
blenderer,ez$,0
hiro,jakat,1
vegeta,liacci,0
emmecks,blenderer,0
jakat,vegeta,0
vondo,emmecks,1
boscotty,jakat,0
emmecks,boscotty,1
adorable knight,boscotty,0
generic,pumpkinpie,1
racko,redroseliz,0
paco,jnkolm,1
yung lou,ruslinjimmies,0
wrath,pumpkinpie,0
| tloreo,racko,0
san,jnkolm,0
zidico,yung lou,0
wrath,| tloreo,0
san,zidico,0
wrath,san,0
yung lou,generic,1
jnkolm,redroseliz,0
racko,paco,1
pumpkinpie,ruslinjimmies,0
generic,jnkolm,1
paco,pumpkinpie,0
| tloreo,jnkolm,0
zidico,paco,0
| tloreo,zidico,1
san,zidico,0
ally,james,0
true blue,wadi,1
mr.e,nickriddle,0
pink fresh,calculus,1
ally,wadi,1
mr.e,calculus,0
wadi,mr.e,0
crazycolorz5,blush,0
biddy,serge,0
miloni,dwn4thekaz,1
clipboards,cookietic,1
myran,sai,0
colinies,egaz,0
fwed,chrispy,1
z,rog,0
crazycolorz5,biddy,1
dwn4thekaz,cookietic,1
myran,colinies,1
chrispy,z,1
true blue,biddy,1
james,cookietic,0
pink fresh,colinies,0
nickriddle,z,0
biddy,james,1
pink fresh,nickriddle,0
calculus,james,1
ally,pink fresh,0
james,ally,0
saj,seagull joe,1
sodrek,komorikiri,1
supergirlkels,ryuga,0
larry lurr,ri-ma,1
seagull joe,komorikiri,1
supergirlkels,ri-ma,1
komorikiri,ri-ma,0
jester,mystearica,1
kogarasuma,z,1
iceninja,people's champ batman,0
krow,logic,1
bugcatcherwill,noe3,0
nero,rin,0
deus,plokmok,1
big_mak,blacktactiks,0
mystearica,z,1
iceninja,logic,0
bugcatcherwill,nero,1
plokmok,big_mak,1
sodrek,z,0
saj,iceninja,0
larry lurr,nero,0
ryuga,big_mak,0
sodrek,saj,1
larry lurr,ryuga,0
supergirlkels,saj,1
seagull joe,larry lurr,1
saj,larry lurr,0
ksev,abadango,1
pugwest,6wx,0
zex,mr.r,1
samsora,fatality,0
abadango,pugwest,0
mr.r,samsora,0
abadango,mr.r,0
darkshadlegend,karinole,0
poke,advo,0
smasher1001,austy,0
tastycomawife,syco,1
gne renegade,waddle,0
sm,n,0
dan,daybreak,0
zguh,scooter388,0
darkshadlegend,poke,0
smasher1001,syco,1
gne renegade,sm,0
dan,zguh,0
6wx,darkshadlegend,0
ksev,syco,0
fatality,gne renegade,0
zex,dan,1
6wx,ksev,1
fatality,dan,0
samsora,ksev,0
pugwest,fatality,1
samsora,fatality,0
dabuz,king james,0
nakat,shogun,0
salem,mjg,0
rich brown,kie,0
dabuz,nakat,0
salem,rich brown,0
dabuz,salem,0
shadow,joecool^,0
sofa king,matydee,0
acestarthe3rd,xiivi,0
wizzrobe,the great gonzales,1
viev,slamshady,1
powpow,doeboy,0
nn7,jaaahsh,1
demitus,mav,1
shadow,sofa king,0
acestarthe3rd,the great gonzales,1
slamshady,powpow,1
jaaahsh,mav,0
shogun,shadow,0
king james,the great gonzales,0
kie,powpow,0
mjg,jaaahsh,0
shogun,king james,0
kie,mjg,0
rich brown,shogun,0
nakat,kie,1
rich brown,kie,0
captainzack,mew2king,0
void,lingling,0
dyr,ned,0
puppeh,anti,1
captainzack,void,1
dyr,anti,1
void,anti,0
underwolf,aqua,0
loe1,poco,0
fons,shofu,0
lagnel,jbrockpony,0
esam,e-serpent,0
alondite,stewy,0
tekno,quilly,0
hermit,hydra,0
underwolf,loe1,1
fons,lagnel,1
esam,alondite,0
tekno,hermit,0
lingling,loe1,0
mew2king,lagnel,0
puppeh,esam,1
ned,tekno,0
lingling,mew2king,1
esam,ned,0
dyr,mew2king,1
captainzack,esam,0
mew2king,captainzack,0
nairo,vivid,0
k9sbruce,spark,1
zinoto,cosmos,1
filip,aarvark,1
nairo,spark,0
cosmos,aarvark,0
nairo,cosmos,0
san,boscotty,0
day,toad king,0
nom,spankyj,0
raziek,jack,0
triple r,hungrybox,0
braxton8,raynoire,0
chrim foish,mommy,0
adorable knight,zidico,1
san,day,0
nom,raziek,1
triple r,braxton8,0
chrim foish,zidico,0
k9sbruce,san,1
vivid,raziek,1
filip,triple r,0
zinoto,chrim foish,0
san,raziek,0
filip,zinoto,1
aarvark,san,0
spark,zinoto,0
aarvark,spark,0
tweek,jk,0
jjrockets,frozen,0
rayquaza07,mvd,0
zero,hoh_venom,0
tweek,jjrockets,0
rayquaza07,zero,1
tweek,zero,0
xane,aura,0
craftis,lord sturm,0
nasubi,arma,0
kwaz,meek,0
mister eric,gunta,0
kingkong,lunicktmm,0
tonysherbert,supa,0
regralht,zman,0
xane,craftis,1
nasubi,kwaz,0
mister eric,kingkong,1
tonysherbert,regralht,0
frozen,craftis,1
jk,nasubi,0
hoh_venom,kingkong,0
mvd,tonysherbert,0
craftis,jk,1
hoh_venom,mvd,1
rayquaza07,jk,0
jjrockets,mvd,1
rayquaza07,mvd,0
karna,kamemushi,1
8bitman,false,0
thereflexwonder,marss,1
dkwill,wrath,0
kamemushi,8bitman,0
marss,dkwill,0
kamemushi,marss,0
remzi,carbuncle,0
arc,[t.t.d] blacktwins13,1
pikapika!,sethsational,1
3bxan,pokecheese,0
dom,brawlman1000,0
forsaken,kenta,0
technology,dath,1
phoenix,lourich,0
remzi,[t.t.d] blacktwins13,1
sethsational,3bxan,0
dom,forsaken,0
dath,phoenix,0
false,[t.t.d] blacktwins13,1
karna,sethsational,0
wrath,dom,0
thereflexwonder,dath,0
[t.t.d] blacktwins13,karna,0
wrath,thereflexwonder,1
dkwill,[t.t.d] blacktwins13,0
8bitman,thereflexwonder,0
dkwill,8bitman,0
wadi,mr.e,1
void,anti,1
komorikiri,ri-ma,0
nairo,cosmos,0
abadango,mr.r,0
tweek,zero,1
dabuz,salem,0
kamemushi,marss,1
mr.e,anti,1
komorikiri,nairo,0
abadango,zero,1
dabuz,marss,0
anti,komorikiri,0
zero,dabuz,0
anti,zero,0
anti,zero,1
zero,anti,0
james,ally,0
mew2king,captainzack,1
saj,larry lurr,1
aarvark,spark,0
samsora,fatality,1
rayquaza07,mvd,0
rich brown,kie,1
dkwill,8bitman,1
kamemushi,james,0
salem,captainzack,0
tweek,larry lurr,0
mr.r,aarvark,0
cosmos,fatality,1
ri-ma,rayquaza07,0
void,kie,0
wadi,8bitman,0
kamemushi,salem,1
tweek,mr.r,1
fatality,ri-ma,0
void,wadi,0
nairo,salem,0
mr.e,mr.r,1
marss,fatality,0
abadango,void,1
nairo,mr.r,1
marss,void,1
dabuz,mr.r,1
komorikiri,void,0
mr.r,komorikiri,1
zero,komorikiri,0
