name,finalPlacement
dezno,33
soulster,17
miwa,33
bootyflute,17
derpfish,33
beguiler,4
pilot,25
jim jam flim flam,17
samb,33
ibeevil,33
sugarworms,33
sweaters,13
derpy,25
lemon zest,33
notlightningrunner,33
murphy,33
bohemian milk,17
hungrybox,1
googlyeyed,2
toucan sam,33
smashyoface,17
metroid,33
unoriginal,9
hypnotoad,17
iori,5
mr. z,25
speedley,25
alesana,33
knitl0rd,25
cheddar,17
bigshot,13
prepareyourjanus,25
ronan,33
esmod,17
fatchu,33
daundy,13
happydude2,7
eradicator,9
bordi,9
nail,13
youtwo,33
gato,3
sharkz,5
cyan can,25
xarco,33
sirencresselia,49
anime,7
sethyk,25
sniperkirby,9
