name,finalPlacement
grime,33
~cp9~,64
hnic,124
roshi,94
iheartribs,124
loyal,49
matterhorn,124
pop magoot,49
odds,17
junebug,3
dojo,94
dong,64
pope,184
limbose,64
grape ape,124
rev,184
sparkswordkirby,64
pooch,33
wonder,33
birdybirds,64
fury,94
hyperflame,4
grey area,184
boiko,13
scotch,124
dex!,94
plate,64
bushido brown,64
the d,94
sledj,124
baconpancakes,9
taycen,184
ep the salt king,124
searing scar,94
arsenals,64
dekus,49
spoop,124
the real marzbar,184
xenodyssey,184
mr.watchandlearn,94
da,49
jimmy,184
gilxturtle,94
betch,184
zychotic,184
cam,124
doubledorf,124
batmayne,184
dyno,124
hctaz,124
rawdrigo,94
noob,94
trippaturtle,124
monkmonk,124
machiavelli,5
bobby frizz,9
brewster,124
youngblood,49
2d fighter,64
taylorhj,49
luck,7
madguy,64
tw!nk,184
chem,94
errl,184
critter,124
roro,64
hawk,184
wooks,184
snooklet,64
qtwo,49
slumlord,94
ntire,124
volutedmarlin,124
captain birdman,17
darkgun,64
dirtboy,25
zeej,33
chedder,184
azer,33
noxd,124
janthem,124
storm,124
solharath,49
katerrorist,124
strong bad,7
tal,184
alex 615,64
lobo,184
dmg,25
salt,64
just jokin,184
bananas,184
aperture,124
chech,33
butterjones,124
brother rob,49
dizzy,17
haviklink,33
nsfw?,124
zega,124
daddy,124
siguy,184
tr0y,33
frosti,94
hard reid,33
tapsody,64
zora,184
bee,184
egman,64
pikmon,17
pyrrhus,64
gree,94
bordi,124
kei$,94
caravan,184
pappin,64
apathy,64
american bowser,49
soulster,124
theory,184
twisted logic,124
phantom,184
ljcannon,184
mr. brandandorf,17
dru2,49
hero of time,9
djsnowcone,184
dj_not_nice,94
kelly,94
ryebread,94
neat,124
gooch,33
albert,33
shokio,17
badgermum,184
rockin,124
thunderzreign,1
dr. boom,124
studebacher hoch,184
barret,184
eradicator,94
lucky,17
gimme,124
dyl,33
goode,25
manrey,94
king boolean,184
claus,124
elementofsmash,184
blue,9
guerrilla,64
lunchables,2
spiritranger99,184
fearless,49
siegfried,64
pilot,124
ashy larry,124
snok,94
mrlz,5
tha shogun,49
bobman,124
solus,124
lack,184
captain flowers,94
sneez,25
phazon,124
dakpo,25
el garz,184
a$ce,184
nihil,94
f-ric,124
vivigast,184
sundark,184
skeith,64
pirate,124
the dude,94
c.fab,184
tealz,25
cephalopod,124
blynde,124
doom,64
cory,184
g-rabbit,64
filthy casual,25
cuervo,184
prioritized,94
mr.pickle,13
ramrow,124
johalter,184
jtac0,124
cuda,64
zeus,33
zachimon,184
hotpockets,124
curty,184
karby,124
rundmx,64
langel,94
p2,124
globe,184
volume,64
yoloyoshi,124
stereokidd,13
red x,33
badfontkeming,124
ezdz,124
uncle mojo,17
phorcys,49
gs fuzz,33
pied,94
cyan can,94
logs,184
lots,94
drinkingfood,13
ads,184
aion,25
dr. gg,124
three,184
luffy,124
heath,124
jobonoobdude,124
robo,184
kokingpin,64
krbay,124
lord horatio,184
ford$,94
ruslinjimmies_rj,64
disk0,124
kingly,49
ilovebagelz,33
biggily oggily boogly,124
melo,124
