P1,P2,set winner,P1Score,P2Score
estarion,sunshine,1,0,2
moti,agent x,0,2,0
bsquared,robsir_zx,0,2,0
genjijodu,prattle,0,2,1
tyroy,ghrnr,0,2,0
moose,squirrel,0,2,0
zero,sunshine,0,2,0
moti,bsquared,0,2,1
ryuga,genjijodu,0,2,0
tyroy,moose,0,2,0
zero,moti,0,2,0
ryuga,tyroy,0,2,0
zero,ryuga,0,3,1
agent x,robsir_zx,1,0,2
ghrnr,squirrel,0,2,1
moose,estarion,0,2,0
genjijodu,robsir_zx,0,2,1
bsquared,prattle,0,2,0
sunshine,ghrnr,0,2,1
moose,genjijodu,0,2,0
bsquared,sunshine,1,1,2
moti,moose,0,2,1
tyroy,sunshine,0,2,0
moti,tyroy,1,1,3
ryuga,tyroy,0,-2,-2
hertz,carebear,0,2,0
makibaz,methacrylate,0,2,0
quilly,ajmurad,0,0,-1
devinchi,alert,0,2,1
giganterra,l-gambino,1,0,2
ally,hertz,0,2,1
makibaz,quilly,1,0,2
ned,devinchi,0,2,0
istudying,l-gambino,0,2,0
ally,quilly,0,2,0
ned,istudying,1,0,2
ally,istudying,1,2,3
methacrylate,ajmurad,0,0,-1
l-gambino,carebear,0,2,0
devinchi,methacrylate,0,2,1
makibaz,alert,0,2,1
hertz,giganterra,0,2,0
l-gambino,devinchi,1,1,2
makibaz,hertz,1,1,2
quilly,devinchi,0,2,1
ned,hertz,0,2,1
quilly,ned,1,1,3
ally,ned,0,-2,-2
jman3,glitch,1,1,2
anonymous moniker,hills,0,2,0
gottoms,vanity,0,0,-1
xiivi,ruse,0,2,1
muse,flax,0,2,0
nairo,glitch,0,2,0
anonymous moniker,gottoms,0,2,1
day,xiivi,0,2,0
mjg,muse,0,2,0
nairo,anonymous moniker,0,2,0
day,mjg,0,2,1
nairo,day,0,3,1
hills,vanity,0,0,-1
muse,jman3,0,2,0
xiivi,hills,0,2,1
gottoms,ruse,1,0,2
glitch,flax,0,2,0
muse,xiivi,0,2,0
ruse,glitch,0,2,0
anonymous moniker,muse,1,1,2
mjg,ruse,0,2,0
muse,mjg,1,2,3
day,mjg,0,-2,-2
mvd,darkshad,1,1,2
mvd,lewton,0,2,0
mvd,muj,0,2,0
larry lurr,mvd,0,-2,-2
larry lurr,darkshad,1,2,3
larry lurr,rango,0,2,0
larry lurr,treble,0,2,0
drystan,da-aimes,0,2,0
drystan,muj,0,2,1
pucks,lewton,1,0,2
darkshad,drystan,0,2,0
rango,mvd,1,1,3
rango,drystan,0,2,0
rango,pucks,0,2,0
rango,anchortea,0,2,0
lewton,muj,1,1,2
lewton,zora,0,2,0
t•yeti,pucks,1,0,2
treble,da-aimes,0,2,1
treble,zora,1,1,2
muj,anchortea,0,2,0
zora,drystan,1,0,2
anchortea,t•yeti,0,2,0
drcudahy,wolf candy,1,1,2
hungrybox,bear,0,2,0
chrispy,loponop,0,2,0
oak,aedus,0,2,1
jjrockets,tarn,0,0,-1
dare2dream,gng,0,2,0
mkleo,wolf candy,0,2,0
hungrybox,chrispy,0,2,0
saj,oak,0,2,0
jjrockets,dare2dream,0,2,0
mkleo,hungrybox,0,2,0
saj,jjrockets,1,1,2
mkleo,jjrockets,0,3,0
bear,loponop,1,1,2
tarn,gng,1,0,2
dare2dream,drcudahy,0,2,0
oak,loponop,0,2,0
chrispy,aedus,0,2,0
wolf candy,gng,1,0,2
dare2dream,oak,0,2,0
chrispy,gng,1,1,2
hungrybox,dare2dream,1,0,2
saj,gng,0,2,0
dare2dream,saj,1,0,3
jjrockets,saj,0,-2,-2
zephyr,uno,0,0,-1
spankyj,crimepoop,0,2,0
boneless,draxsel,1,0,2
pupfury,oblivion wing,1,-1,0
daspoinkman,nestec,1,0,2
anti,zephyr,0,2,0
spankyj,draxsel,0,2,0
dyr,oblivion wing,0,2,0
ksev,nestec,0,2,0
anti,spankyj,0,2,0
dyr,ksev,1,0,2
anti,ksev,0,3,1
crimepoop,boneless,1,0,2
nestec,uno,0,0,-1
oblivion wing,boneless,1,0,2
draxsel,pupfury,0,0,-1
zephyr,daspoinkman,1,1,2
nestec,boneless,1,1,3
draxsel,daspoinkman,0,2,1
spankyj,boneless,0,2,0
dyr,draxsel,0,2,0
spankyj,dyr,1,0,3
ksev,dyr,0,-2,-2
aceos,aeroux,1,-1,0
umbrionknight,kathrarg,0,2,0
nicole,sergio,0,2,1
renomo,damage,1,1,2
tara,chanchan,0,2,0
salem,aeroux,0,2,0
umbrionknight,nicole,0,2,0
esam,damage,0,2,0
james,tara,0,2,0
salem,umbrionknight,0,2,0
esam,james,0,2,0
salem,esam,1,1,3
