P1,P2,set winner,P1Score,P2Score
jawsome,gumbolaya,1,-1,0
mkleo,gumbolaya,0,2,0
immortal,llany,1,-1,0
kman,carls493,0,2,0
miloni,jppthegreat,0,2,0
true blue,shinooby,0,2,0
4cjoe,drdn,0,0,-1
[t.t.d] blacktwins13,mericablue,0,2,0
categhetti,shinobibeat,0,0,-1
mkleo,llany,0,2,0
kman,miloni,1,0,2
true blue,4cjoe,0,2,1
[t.t.d] blacktwins13,categhetti,0,2,0
mkleo,miloni,0,2,0
true blue,[t.t.d] blacktwins13,1,0,2
mkleo,[t.t.d] blacktwins13,0,-2,-2
shinobibeat,jawsome,0,0,-1
shinobibeat,mericablue,1,-1,0
drdn,shinooby,1,-1,0
jppthegreat,carls493,1,1,2
immortal,gumbolaya,1,-1,0
kman,mericablue,0,2,0
llany,shinooby,0,2,0
categhetti,carls493,0,2,1
4cjoe,gumbolaya,0,2,0
kman,llany,0,2,1
categhetti,4cjoe,0,2,0
true blue,kman,1,1,2
miloni,categhetti,0,2,0
kman,miloni,0,-2,-2
waddle,noble,1,-1,0
blitz,meow,0,2,1
ally,noble,0,2,0
jkbuk,creation,1,1,2
lourich,riyoxas,0,0,-1
naoto,dayman,0,2,0
nickriddle,blitz,0,2,0
emperor eevee,division,0,2,0
icymist,elsnerc3,0,2,0
serge,cheesecake,0,2,0
ally,creation,0,2,0
lourich,naoto,0,2,0
nickriddle,emperor eevee,1,1,2
icymist,serge,0,2,0
ally,lourich,0,2,0
emperor eevee,icymist,1,0,2
ally,icymist,0,-2,-2
cheesecake,waddle,0,0,-1
dayman,meow,1,1,2
cheesecake,elsnerc3,0,2,0
division,blitz,1,0,2
meow,riyoxas,0,0,-1
jkbuk,noble,0,2,0
naoto,cheesecake,0,2,0
creation,blitz,0,2,0
serge,meow,0,2,0
nickriddle,jkbuk,0,2,0
naoto,creation,0,2,0
serge,nickriddle,1,0,2
emperor eevee,naoto,1,0,2
lourich,nickriddle,1,0,2
naoto,nickriddle,0,-2,-2
parallelrust,uno,0,0,-1
mr. r,parallelrust,0,2,0
mac attk,scooter388,1,1,2
nom,food,0,2,0
mav,dark racer,0,2,0
dath,iyb 9 1 1,0,2,0
slenderman,jcav,0,2,0
dan,crusticus,0,2,0
the bowz,constable lemon,0,2,1
mr. r,scooter388,0,2,0
nom,mav,0,2,1
dath,slenderman,0,2,1
dan,the bowz,1,1,2
mr. r,nom,0,2,0
dath,the bowz,0,2,0
mr. r,dath,0,-2,-2
constable lemon,uno,0,0,-1
constable lemon,crusticus,0,2,0
jcav,iyb 9 1 1,0,2,0
dark racer,food,0,2,0
mac attk,parallelrust,0,2,0
mav,constable lemon,0,2,1
scooter388,jcav,1,0,2
dan,dark racer,0,2,0
slenderman,mac attk,0,2,0
mav,jcav,0,2,1
dan,slenderman,0,2,0
the bowz,mav,0,2,1
nom,dan,1,0,2
the bowz,dan,0,-2,-2
nen,daedalus,0,0,-1
marss,nen,0,2,1
the butt rumbler,genericallynamed,0,0,-1
smasher1001,lemon-lime,0,0,-1
regralht,new main,0,2,0
the great gonzales,ronin x,1,1,2
