name,finalPlacement
buna,25
biwi,33
marko polo,13
back,33
duscha,49
stnk,65
thanatos,49
bad,49
hop,33
hopy,33
naga28.5,65
mav,17
toady,33
all fiction,17
rai,17
nessjesus,7
tsutori,33
shadyshade,49
megamoose,49
mvd,2
timko | af,9
cinnpie,65
jr,65
jon cena,49
baptraplap,13
meary,25
dantheman,33
bigjiggs,65
l30,33
blue lantern,49
jankmaster,33
berman,25
reptiles,17
max ketchum,49
immortal,9
kimo,17
da_muffinman,33
biddy,4
bungholio,17
symag,49
versus,49
pates baroni,49
mime,25
contusions,33
porygain,49
mr. bottom tier,49
sinji,3
intelutions,25
midnight,7
powerstrip,33
aota~,25
femto,33
perkinips,9
skrai,49
melon,25
angel cortes,49
bane,17
codeman,17
af,25
chrome kingfisher,13
masterchef,33
wadi,1
ace,33
smx,49
weezy,5
psychomyko,9
arch,33
volt,5
masterperch,13
