name,finalPlacement
shdwjstr,769
shinytomb,65
ookami,385
trela,385
dooderbill,513
starfy,513
jelani,769
hungrybox,257
hyrules,257
therapture_,769
brand,129
t!to,129
jolly,385
yugix,257
dj jack,49
rusty,257
splurf,513
gx2,65
freddy v,769
ori,257
fil,513
malucious,769
jr.,769
zesty_lemons,769
bdawg,513
mizu,513
scatt,13
josh,129
carmine,513
shern,513
strobics,769
xiivi,193
dally,513
gramatix,513
tintin,513
martin.dtd,513
vexx,257
shofu,65
bp,385
wpwood,257
wes,513
remzi,97
evil panda,769
esam,17
milkmafiamaster,385
rafa,385
coleman,385
zae26,193
mint,257
tachyon,129
hisoka,513
diabeo,257
gretch,769
rfang,65
ganny,513
foolishpaul,513
rich brown,25
friend!!!,385
riotlettuce,65
koleslaw,129
stellar,769
nepcool,193
waldo,97
killtron,769
yert,769
speed brawler,385
kino,513
blazehawk,513
bronze,513
shel,129
numbnexus,513
faelwyn,385
kazu,193
doomanator12321,513
psherman,385
shenanigans,257
rent,513
torchtobin,257
flea,385
malex,513
kdbt,513
gallo,769
monado angel,385
crypto,193
demqts hi,513
dr. copter,513
bees,513
vioridio,385
kamikaze,97
demqts amor,257
fod,513
lady hawk,513
pickler,257
sus,769
jester,65
tc levi,513
rain,33
shin,257
pikpocket,257
avester,385
fusionx,193
miggs,257
error98,513
noa,257
mokrand,513
imreddy,513
vinny,385
xmg,257
jr,193
czechm8,129
jade,65
rey alan,257
mr. alex,513
ojama,257
myran,33
colinies,97
yld,97
port,513
reallyfeelingit,513
kkaotic,769
c^2,769
anti,1
cyberman65,65
clyde,769
spinybrother,769
zardking8u,513
bloss,129
kaishin,257
ej,257
salty boi johns,513
tm87,257
takeshi,513
minty,513
gintoki,385
deyskil,385
nieto,257
gore,385
goblinman,385
sizzler,385
seren,385
shadels,257
delusion,769
dekillsage,65
heatherzweather,385
bt,257
alondite,193
coffee™,385
jtdynasty,769
ultima,193
shaftmastr,513
ds,513
pthas,257
casekillacam,769
formidable,385
psylent,385
ustanak-rising,769
jntabeast,97
dreddboy,513
zardknight,385
samsora,49
supernova,769
cap,193
mystic_mane,513
segastar,513
epicramen,769
nychee,385
zillo,513
sonic guy,769
buttwaffle,769
ludacris,513
waywatcher,385
electric serket,385
icymist,33
rupour,257
tony,65
cpu,769
dax,513
treeborn,193
fluzi,257
bby wii-g,193
nofairy,513
pseudozonian,513
majin,513
icearrow,65
gunblade,193
osama bill cosby,513
milk,257
fato,513
envy,769
smoof,513
small•loan,193
captain clutch,129
snover,513
mister eric,65
awdevn,385
restinsweet,769
c_swirl,257
burt,513
core,257
draygore,385
smashkid,257
sol,65
dkayy,513
magna troglodytarum,769
s@nt,129
softbleach,193
rango,97
melo,193
arbeder128,385
leo,257
tltc,65
torametsu,385
techei,193
mangowolfe,513
redsuneternal,257
linkraft,769
h2,257
tipdik,769
goose,513
sovietmk,257
false,7
mvd,65
thereflexwonder,17
syntax,769
tw4l,193
cass,769
dad,257
iskandar,193
poltergust,65
morpheus,193
trekt,513
firejonie,513
orpheus,385
calhoun,769
teamgamer25,385
cerogero,513
benteezy,769
dargon,385
g0at,257
vatra,513
cpt. retro,513
bom,769
screamopichu,513
the pouch,385
sells,193
snakeee,97
fatality,17
raziek,257
hawlu,769
pugwest,49
virgman,385
loco,193
mr. f,769
mr.e,33
exbanditzero,385
snorley,65
vikkikitty,513
blank,97
deafstar,385
yung zootie,129
lukoss,513
gdx,129
son,129
streetshark,129
lamp,513
flyer3f,769
s_lox,513
afmbot,193
nairo,17
j12,129
niaaro,769
el chapo,257
hardboiled,257
bear,769
master raven,25
zevf,129
digital gator,385
warhound,385
tantalus,193
possom,385
stabbystalfos,513
burgers,513
elio,257
nacho,385
bob,193
bananajuce,257
the running banana,513
purple guy,129
rjlg,513
amazo,385
taku,257
cd,257
cam,193
pianoman,385
clocktwerkrobot,513
electron,257
jrmh,513
quiksilver,129
e,385
mugi,97
kai,513
shyguyty,513
fierce,257
sensei,385
draquaza,129
cpu-10,513
3d,257
xred,193
doritocrumbman,513
joker,513
jon carr,257
skywardwing,129
mante,257
mr.r,5
wizzrobe,97
c3po,17
hotcakes,769
hoover,257
blue beast,65
hyuga,5
dynoma5,385
sozetta,513
puck,385
scepko,769
walametrey,193
stylesx2,769
diabolikaldreams,513
pearl,513
void,513
ihasmanyfish,385
ryo,65
bigvic340,513
cho,257
