name,finalPlacement
born 2 sd,129
lunar,49
redlime,129
grøten,65
geekodot,129
taiki,97
haukon,97
lirnesu,65
sjaleks,129
gray,97
queen,65
lort,129
g-sen,129
fisk,65
scorpio kiddo,161
legic,33
mental,65
the legendary food,129
spikeuvm,161
jenzo,49
izaw,9
smashsk,13
philern,65
urg,97
son gohan,65
snasen,17
vaataji,25
hal_9000,65
notoriouslanser,161
z,97
riksto,17
baselard,65
endeby,49
pews,161
biscuit,17
ham,65
emperor,129
zora,33
pilot,97
leg senpai,65
tag,13
whoophee,5
rastabru,49
bryggiz,65
k2dh,65
potato head,129
captainjack,65
kekkeri,129
bach,65
koji,65
m,9
rullekake,129
istudying,3
hobolord,129
gregs,7
nemui,97
liron,97
veghard,65
dw,97
dragmire jr,65
friendly dps,97
atrox,25
siggen,129
tun,129
joat,65
i lift,49
alias,9
sky,129
themaik,97
nillen20,129
mr.r,1
jibbmil,129
quasi,49
jm,25
drolo,65
yungfluff,65
erafloaty,161
spyroul,49
pact,65
sak,129
ace,129
gardex,49
dinner,97
willz,25
terbilux,161
scarlet,33
kafka,97
jumper!,49
taclite,97
theredmage,97
revilox,97
zplatter,33
evilized,33
boombucket,65
wosic,33
miguel,49
kanaribird,49
zht,17
ixisnaugus,4
sodrek,2
nintendork,97
c.r.z,17
zartzu,13
theepicpirate,33
pad,97
kasparno,97
corgi lord,33
shing,65
bamboocarpet,97
poopmaister6000,33
vetikke,97
zayko,161
glitch,161
fiby,97
metanoia,97
teluoborg,33
elefantkrakk,161
wiiase,7
terrorcheese,129
mumfy,65
hompaz,49
warheart,25
deo,25
rekzius,17
chard,17
fat pepol,49
hammern,161
spongeofdoom,65
pz,65
proxer,129
g3,97
awesomebee,49
vesp,97
laffen,129
ricko,25
athic blaze,129
losviken,129
pangu,97
mm720,129
bollefar,65
tiberius,65
ulf,49
blu,129
jebu,13
libeck,33
devilgamer,129
jiichan,129
torogami,161
quepasacontigo,97
milki,97
splarfie,129
thymeballoon,25
jurgemaister,129
noqqysc,33
badr,5
robiin,97
dvid,97
taka,49
lufos,33
hal,161
suntherion,9
lentross,33
wulf,161
isaia,161
alcadeias,129
gerdef,65
gamebandit,161
nanite,65
m1,97
shido,17
frenzy,33
muru,33
tsondere,129
gongong,97
sadman,65
