P1,P2,set winner,P1Score,P2Score
esam,karvaperse666,0,2,0
snasen,jenzo,0,2,0
mp2,poli,1,0,2
bulby,hjältman,0,2,0
esam,jenzo,0,2,0
karvaperse666,poli,1,0,2
snasen,hjältman,0,2,0
mp2,bulby,0,2,0
esam,poli,0,2,0
jenzo,hjältman,0,2,0
karvaperse666,bulby,1,0,2
snasen,mp2,0,2,1
esam,hjältman,0,2,0
poli,bulby,1,1,2
jenzo,mp2,0,2,0
karvaperse666,snasen,1,1,2
esam,bulby,0,2,0
hjältman,mp2,0,2,0
poli,snasen,1,0,2
jenzo,karvaperse666,0,2,1
esam,mp2,0,2,0
bulby,snasen,1,0,2
hjältman,karvaperse666,1,1,2
poli,jenzo,0,2,1
esam,snasen,0,2,0
mp2,karvaperse666,0,2,0
bulby,jenzo,0,2,0
hjältman,poli,1,0,2
luigi player,g3,0,2,0
clade,magnetgoat,0,2,0
gijsbeer,rockyjay,0,2,0
waluigilicious,samio25,0,2,0
luigi player,magnetgoat,0,2,0
g3,rockyjay,1,0,2
clade,samio25,0,2,0
gijsbeer,waluigilicious,0,2,0
luigi player,rockyjay,0,2,0
magnetgoat,samio25,0,2,0
g3,waluigilicious,1,0,2
clade,gijsbeer,0,2,0
luigi player,samio25,0,2,0
rockyjay,waluigilicious,1,0,2
magnetgoat,gijsbeer,1,0,2
g3,clade,1,0,2
luigi player,waluigilicious,0,2,0
samio25,gijsbeer,1,0,2
rockyjay,clade,1,0,2
magnetgoat,g3,0,2,0
luigi player,gijsbeer,0,2,0
waluigilicious,clade,1,0,2
samio25,g3,1,0,2
rockyjay,magnetgoat,0,2,0
luigi player,clade,1,1,2
gijsbeer,g3,0,2,0
waluigilicious,magnetgoat,1,0,2
samio25,rockyjay,1,0,2
samura1man,siap,0,-2,-2
orchard,lackluster,0,2,1
giannis,hawxx is rippin,1,1,2
mcguigan,9volt,0,2,0
mr.r,siap,0,-2,-2
samura1man,hawxx is rippin,0,2,0
orchard,9volt,0,2,0
giannis,mcguigan,0,2,0
mr.r,lackluster,0,2,0
siap,hawxx is rippin,0,-2,-2
samura1man,mcguigan,0,2,0
orchard,giannis,1,0,2
mr.r,hawxx is rippin,0,2,0
