name,finalPlacement
tokyo,65
blitz,257
atlas,257
edwin,65
crowdingmovie,129
pk,129
mega,193
spiritgoon,257
papi,385
raffi-x,13
vinnie,257
corona17,49
navii,385
gumpis,193
turkeylegmaster,385
lupo,193
red squirrel,193
sova unknown,25
linguine,257
sir-bang,257
boxbot,257
asap angel,193
trl,97
bo,385
captainzack,13
stickwarslit,129
samsora,5
artisanbagels,385
oatmeal,33
robot,65
mono,129
pink fresh,17
lemontea,257
ryuga,17
nakat,17
gomamugitya,7
icedchoffee,257
lingling,33
deli,129
the feels,193
chibo,65
shadow_u,257
gonzilla,97
pankeiki,97
zecoluster,257
bryce,97
barsthejourney,97
the real mr. m,385
amon,97
ritz,385
autumn,385
maverick,65
hero,257
dabuz,13
not colin,385
nbd-hurt,129
dk dan,97
deployment,257
sync,129
awildchocobro,193
inayellowflash,193
ebnks,193
oneglance,257
babyjay,97
littlesac,385
james,129
mr.e,65
mcdareth,257
6wx,17
rai,257
twistedhero,385
shady,257
pheno,257
rev^,257
wadi,7
crownlessking,257
replay,193
kibo,257
thebombbimbi,257
vaevoe,257
avium,385
mcnasty,257
shap,257
solaire,129
ajax,193
light,17
quips,257
vash,65
cyberman65,129
reklaw,385
ableunable,257
vale,257
elote,385
namelessone,257
squerk,65
salem,2
pugwest,25
pkxstarstorm,385
cougycougs,385
juice,129
nova,129
big boss,193
np octopusman,385
naga,385
shadowko,193
ssbmatt,97
pazda,129
rumble mcscrumble,257
white hannya,129
riz,33
jettset,385
hero,385
jackal,193
click,49
earthboundy,65
vom,385
lanthion,385
prof3ssormgw,129
sloth,257
squidboy,193
pain,129
hypesttown,129
loofa,193
ace,257
t.i.m,129
freelancer leo,65
coach pun,193
metal,97
capsui,257
ragtime,193
scepko,385
frozen,33
dnaman,257
raptor,25
aww8badges,129
sparky #25,65
martial,97
furguzo,385
dracpro,257
fabled,385
squirrely,97
nikira,385
ntarps,129
fredrrs,257
storm,257
bluedazer,257
mikeybear,385
xorn,49
lordxav1er,97
nbd~x,129
marcel,97
lilbirdie,257
!blue!,97
chrismus,257
rutsky,193
fs mook,193
stocktaker69,193
pawclaw,193
tarn,193
slmko,385
dark wizzy,9
tm87,257
