P1,P2,set winner,P1Score,P2Score
kd3,spicy,0,2,0
elu,hardp0int,1,-1,0
moonshoe,kite,0,2,0
sebula,phineas,0,2,0
now watch me whip now watch me nae nae | i have osteoporosis | i am a nigerian prince and i need your help | prince abu |  don't disrespect me or my child ever ag,gravy,0,2,0
icactusdog,shug,0,2,0
raychu,fancy pants,0,2,0
bflakes,captain smuckers,0,0,-1
kd3,hardp0int,0,2,0
moonshoe,sebula,0,2,0
now watch me whip now watch me nae nae | i have osteoporosis | i am a nigerian prince and i need your help | prince abu |  don't disrespect me or my child ever ag,icactusdog,0,2,0
raychu,bflakes,0,3,2
kd3,moonshoe,0,3,0
now watch me whip now watch me nae nae | i have osteoporosis | i am a nigerian prince and i need your help | prince abu |  don't disrespect me or my child ever ag,raychu,0,3,1
kd3,now watch me whip now watch me nae nae | i have osteoporosis | i am a nigerian prince and i need your help | prince abu |  don't disrespect me or my child ever ag,1,2,3
now watch me whip now watch me nae nae | i have osteoporosis | i am a nigerian prince and i need your help | prince abu |  don't disrespect me or my child ever ag,kd3,0,3,2
spicy,elu,0,0,-1
kite,phineas,0,2,0
gravy,shug,1,1,2
fancy pants,captain smuckers,0,0,-1
bflakes,spicy,0,2,0
icactusdog,kite,0,2,1
sebula,shug,0,2,0
hardp0int,fancy pants,0,2,0
bflakes,icactusdog,0,3,0
sebula,hardp0int,0,3,1
moonshoe,bflakes,0,3,1
raychu,sebula,0,3,0
moonshoe,raychu,1,0,3
kd3,raychu,0,3,0
