name,finalPlacement
seantos,97
t-beau,97
maze,65
barksanchez,13
pizza jokes,49
nfreak,129
myroknpancakes,129
dr. grin,49
albinosaurus,97
bottle opener guy,65
dr-wumbo,97
ctg,25
dad's musical erasers,65
wizzrobe,5
automatic,33
jimmy joe,33
ham,49
noelkitten,129
blondekid,33
ken,65
nickelbackstreetboy,33
kerokeroppi,5
collin,33
danny,129
cobr,17
letsgo,33
nintendude,25
mr baninawi,97
hunter,97
dankpank,49
subtle,49
sd master,97
fmax,97
minusev,129
jedisalazar,97
ceephax,129
darkhorse,25
nacl,17
olbus,49
spammalanche,129
taimai,9
inukem,49
jollie,65
supernuggit,65
shihman,33
monkey,65
tonester,49
greenblob,65
dankestdad,65
sonicfuzz,97
louieg,129
handsometom,17
shears,17
ejmp,129
oxycontin,129
garv,65
pizza,49
superflopp,65
mariguas,7
acestarthe3rd,129
superboomfan,2
jaimehr,9
daniels,49
tacos,7
wookiee,33
sotoh,33
madrush21,33
mortech,129
brown_omega253,129
b vu,129
tr3gthez,9
mickeyrat,129
darv,65
rockmix,129
the yid,97
d35,33
fish,129
redeagle2000,129
squallette,129
gibbles,65
sunkin,129
foxnard,129
hipstur,129
kimimaru,17
dance!!,97
capos,65
eggmcmuffin888,65
beets,97
dext3r,4
hashi,129
k,97
logic,25
butt solo,25
llcstoism,33
aerodet,129
mikelangelo,129
grrg,97
paco,33
jesusisking,129
jackkenney,129
tarn,129
freean,17
quitrage,49
rizner,65
fry,97
p21/c,65
the protagonist,25
alvin,1
iacme,129
yu-kun,9
smash jesus,33
zero,17
bard,49
whiz kid,129
my buddy mike,97
drewgong,65
magitech,129
silentknight,97
moustasher,65
awesomethesauce,129
kevorkian,129
blues,97
nathansandwich,97
dixoncider,65
moonshoe,97
sfat,129
phex,129
big d squirrels,97
reno,97
dtan,13
duff man,49
big tone,129
nadamoor,129
shalaka,129
strandead,13
fearlesscaboos,129
janitor,25
iamlazee,129
eggmode,25
rodan,129
taiko,33
cagt,65
dr. light,129
penance,129
natty,65
smurf,49
captain l,49
static,65
tipc,97
fractal,129
duncs,65
onski,33
izze,97
kyle tree,17
spark,65
joshi,97
broonz,129
kieuarty,129
ringedge,65
showtime,129
k y s k,3
heartsdealer,97
howdy,97
ditto,97
thissideup,129
hydra,49
aces,65
isai,13
gaggleforce,97
tanuki,129
muse,65
jame,129
starchild,129
neat,129
engdrew,97
shug,129
cody,65
village mascot,65
austntatious,129
hungrybox,129
codytappen,129
bon,65
luigikid,97
batterybird,129
dusttin,65
