name,finalPlacement
grahamaglam,33
dtan,3
nardwell,81
jedipanda,65
neph_girl,81
deathcpo,49
beans,65
rocket,33
darkhorse,17
the drew,65
superboomfan,1
zad,49
a to the z,49
vondo,81
dogg,13
marbles,9
rebel scum,49
komotonoto,33
scoback,25
dirtcruncher,65
saltsizzle,25
josephzander,33
monte,65
village mascot,49
da bear,81
dogs_johnson,17
yaron,65
llcstoism,25
nacl,25
onski,25
annex,49
janitor,33
shears,5
kerokeroppi,2
barksanchez,4
bacorn,49
dasit mane,65
maniac379,81
tyhiggz,25
jamjar,17
maps,65
fireblaster,5
yolft,65
professor_wizard,49
battlecow,17
$$$ jim $$$,13
ondas,49
vinsanity,9
b33f,33
eg,33
elrond,81
whitejesus,49
deep dimples,81
jay_mute$,13
bhol,33
fishaman p,9
ʙᴏᴅᴀᴄɪᴏᴜs,65
pugs,17
rocktimus crime,81
mando,49
jsmirk,49
combo blaze,13
limesoda,17
d35,25
box765,33
apparition the ambassador,65
supa,33
madrush21,17
lou sanus,65
ocelot,65
lorenzo,7
q!,81
walkrofsky,33
meerkat,49
gt,33
recneps,65
cormander,33
fumbles,9
bigbeaver,33
husker,49
thrillhouse,33
papa,81
piratetrips,33
barrels,65
pintoa,49
zantetsu,7
icactusdog,49
ctg,25
mmneggs,65
hipstur,17
