name,finalPlacement
searcher,13
derstuk,7
bronze_sun,17
beguiler,7
moogle,5
goomah,17
kman,13
youtwo,17
amida,3
bohemian milk,9
zantetsu,2
electricgazelle,17
bacorn,4
esmod,17
xiivi,9
dezno,17
pilot,17
cyan can,13
notlightningrunner,9
kraines,9
hans_mawell,17
wizzrobe,1
sweaters,25
tdp,13
gato,5
