name,finalPlacement
fancy pants,9
gravy,13
raychu,3
icactusdog,7
kite,9
spicy,9
now watch me whip now watch me nae nae | i have osteoporosis | i am a nigerian prince and i need your help | prince abu |  don't disrespect me or my child ever ag,1
captain smuckers,13
moonshoe,4
phineas,13
hardp0int,7
sebula,5
elu,13
shug,9
kd3,2
bflakes,5
