name,finalPlacement
jam,17
cwic-beam,33
evals,49
polarbair,65
ir,49
salt,33
captain fabulous,25
tokaji,49
h2o,33
smashlopez64,65
guccipivotmaster4000,49
white,25
rf!,65
cortese187,33
nesskhalifa,25
starcutter,65
theycallmechris,65
broly,25
ybombb,7
derek #squats,5
keagsbsmashin,33
shears,17
neth,33
arctic,49
urpasmash,65
vanillarin,33
khakis,33
snorlax,17
umi,65
nintendude,13
nyani,65
wincancel,33
qk shkz,65
no~m,33
luka,49
sextc,9
turtlpower,49
blizz,65
cardoso,49
ego,65
kerokeroppi,3
hero,65
vidya_james,49
rythemretrn,33
sunshine,65
caelan,65
ubll black mage,65
tr3gthez,2
bark the shark,7
revan,4
tuna,65
fireblaster,9
jmabate,49
wizzrobe,5
fck vwls,13
superboomfan,1
janco,13
preston,13
marlwolfe,17
kyle,25
daniels,25
sunflower,49
adrian,33
mr.sir,17
handsometom,9
socrates,25
dude,65
whoopiecow,49
mourin,49
the big d,17
izoo,49
enneielle,17
1000,33
ivor,25
b0n,17
duck chris,49
blueman,33
colt,65
hotspank,49
b link,9
shake,33
zergos,33
sven stormbeard,65
