p1,p2,finalPlacement
fireblaster,zeppelin,2
whuck,dount,5
zarc,jc_chill,9
nardwell,jamjar,9
bp,sedda,3
star king,cobr,1
peasantloaf,massimo,7
costaricancool,jdeezel,9
phut,truffleshuffle,9
pika,myk,7
mr.sir,eliot,4
hotahota,elvis,5
