p1,p2,finalPlacement
ebaybringdaruckus312,17
kristoffblisstex,17
danielshears,7
nardwelljamjar,25
knitephoxcombo blaze,5
nothingking lumsy,13
mustard tigerrusty,9
mariokartmoneywazzberry,25
village mascotrizner,9
nintendudefiro,2
kaladinhoofy,13
q!tank,13
fck vwlskorobeniki,9
bodaciousiceking,17
leaf fcdragoniota,17
masterhandjobmoonshoe,13
mykpika,25
frostbytev-bomber,25
darkhorsebark the shark,3
clubbadubbadrought,17
dizzleiheartqueso,17
superboomfantacos,1
jimmy joeth3kuzinator,5
mixxedvegetablesbeaver,17
revanfireblaster,4
maniac379bacorn,17
foxthe protagonist,9
dr. lampylord narwhal,7
jaquariumpochilin,25
legomanmeyerzzzz,25
