P1,P2,set winner,P1Score,P2Score
helpmeherbdean,mcspammer,0,2,0
oven,albert,0,2,0
panosso,turnup_xd,1,0,2
magicubed,coupon,0,2,0
rosilius,makvg,1,0,2
russell,bhop,0,2,0
psychowaffle,aiya,1,0,2
fan,owlnips,1,1,2
luxy,peon,0,2,0
noodle,zaps,0,2,0
lxix,salz,0,2,0
woley,superbagel,0,2,0
xam,oldmankarp,0,2,0
ice,helpmeherbdean,0,2,0
oven,turnup_xd,1,0,2
magicubed,makvg,0,2,0
russell,aiya,0,2,0
hindawg,owlnips,0,2,0
luxy,noodle,1,0,2
shady,lxix,1,-1,0
woley,xam,0,2,0
ice,turnup_xd,0,2,0
magicubed,russell,0,2,0
hindawg,noodle,0,2,1
lxix,woley,1,1,2
ice,magicubed,0,2,0
hindawg,woley,1,0,2
ice,woley,0,-2,-2
albert,panosso,0,2,0
coupon,rosilius,0,2,0
bhop,psychowaffle,1,0,2
peon,zaps,1,0,2
superbagel,oldmankarp,1,0,2
xam,mcspammer,0,2,0
shady,albert,1,-1,0
luxy,coupon,0,2,0
owlnips,psychowaffle,1,1,2
aiya,fan,0,2,0
makvg,zaps,1,0,2
oven,salz,0,2,0
helpmeherbdean,oldmankarp,1,0,2
xam,albert,0,2,0
luxy,psychowaffle,0,2,0
aiya,zaps,0,2,0
oven,oldmankarp,0,2,1
russell,xam,0,2,0
turnup_xd,luxy,1,0,2
lxix,aiya,0,2,0
noodle,oven,0,2,0
russell,luxy,0,2,0
lxix,noodle,0,2,0
hindawg,russell,1,1,2
magicubed,lxix,0,2,0
russell,magicubed,0,-2,-2
axis,cobby,1,0,2
joebigs,lmn,0,2,1
joba,action master,1,0,2
ferriswheel,threejaayz,0,2,0
weo weo jax,highdef,0,2,0
trix,quien?,0,2,0
jepr,invader slim,0,2,0
clickclack,bumpadump,0,2,0
walrus,ybro,0,2,0
koleslawing,ez money,0,2,0
elis,scorpiator,1,0,2
shanahan,apples,0,2,0
