name,finalPlacement
ilovesmok,321
smiles,321
zeemz,321
ginta,49
portalboy,321
dollaboiii,321
bearjew,321
puffnasty,449
octoale,321
donkey kong main,321
dad?,321
the moon,13
nimblebejack,321
g4rb4g3,321
karby,321
neak-o,321
kevinw0w,321
blues clues,33
sivgard,449
kong,321
nail,321
tomoliver,449
puppeh,321
hzawa,321
reset,321
palaver,49
dizzy,321
gerb,321
mattjew,321
sourdough,321
shridiculous,449
bluevii,321
wooter,449
gus,321
archangel wizard,449
grace,449
sinbaddie,449
sfat,5
bd,449
bensw,449
edicus,321
pyrel,321
legion6691,449
svante,449
alcapwned,321
atx carlos,449
nikopena,321
paulaver,449
kevingchang,321
esam,17
shelby,449
schmeckles,449
sandman,321
shoryu drew,449
fuzzard,449
alp,17
checkmate,321
stodds,321
pirate,321
noob saibot,321
skullgod,321
pkjoey,49
rice,321
legion,321
naksa,321
fern,321
almost ham,49
gimme,33
prince mush,321
tem,321
zap101,49
sandy,321
relief,321
draper,321
stork,321
grape,321
atrioc,321
kneesocks,321
zug,449
burgerdon,33
gab.b,321
bdawg001,321
spoonfullofpasta,25
scrubster,321
trademark,25
kira,321
varist,321
chillindude,17
hungrybox,2
ken,17
samovar,449
hubsrico,449
bobo,49
panda,321
bong,321
brentos,321
brgirardeau,321
brian,49
sko,321
slacker298,321
bulbnut,321
wombat,321
xinicide,321
boynder,321
cfoy,49
theukuleleguy,321
green eggs and cam,321
meezmo,321
noops,321
championgg,321
xu,321
hk,321
drazax,321
ketsu,321
raboku,321
feeniks,321
bluekoops16,321
pawl,321
el duderino,321
sorry,321
frozeneye,321
vikiz,321
_cel,321
dalln,321
hipsterlumberjack,321
arjuna,321
darkgenex,321
darrell,321
gorilla,321
natural,321
santa,321
liaem,321
roman,321
elrondel,321
day,49
bread,321
burst,321
dizzkidboogie,13
salsaranch,321
d,321
banj0,321
drewzey,33
smiles,321
dudutsai,321
beekeeper bill,321
coolfire,321
f00,321
ram,33
dxovid,321
ecogamer,321
mirub,321
tirno,17
ajax,321
pest killa,33
rinzler,321
dmw,321
snowy,321
novice,321
sadcock,321
fehrain,321
crux do,321
pax,17
needlenips,321
xest,321
bashnland,321
waterlessfishie,321
smash bro virgin,321
gar,17
glenn coco,321
lefty,321
coxmccox,321
greyarsenic,321
geostigma,321
irv,321
gummynerd01,321
gustavocantuf,321
hail.hades,449
halqery,321
hamyojo,25
doubledorf,321
e-tos,321
kevino,321
double hl,321
egg,449
cfh,321
holdenmyd,321
holy,321
khan,321
vts,321
fatefiend,321
bread,321
icey,321
foom,321
rng,321
typo,321
boamba,25
lk,25
ivanooz,449
crush,13
yeti,321
brayll,321
j-ro,449
jake13,449
quiteballin,449
jakulo,449
blockhead,321
killjoy,449
jcxp,449
ptjon,321
jd,449
cloud,49
jstyles,449
j-train,321
jmlee337,449
showmeyobobs,449
tetsuyalol,321
boor,321
this guy fox,449
disafter,33
wine,449
s2j,9
magnum,321
robbyk,321
tiny rick,321
mo0cat,321
woogieboogie,449
jbvh,321
jdubz,449
roboticphish,321
wallofpuppies,321
jerusus,449
agent kay,321
lodestar,449
king,321
didact25,33
khersy,321
medic,49
klimno,321
ring,321
vox,321
farbog,321
kyuu,321
iko,449
miley,321
brunobars,321
lo,321
wreckenfro,321
lectril,321
glare,321
lgt,321
valdo,321
falkony,449
scorpius,321
captain crunch,321
prevaloir,321
luke,33
perfect light,321
tsc,321
ludwig,321
fraud,321
dragonite,449
macd,9
gimli,321
mang0,1
phantom,321
chedderb0b,321
hutch,321
mch,321
vyrulent,321
jf,33
revok,321
hotaruz,321
spark510,321
mech,321
mew2king,3
mijo,321
-9-,321
thekibk,321
kamek,321
boolaid,321
nintendude,7
djswerve,321
shadow light master,321
wonderbread,321
nab,321
addy daddy,321
zyko,321
sakai,321
nerin,25
pickle,321
breachin,33
cornbread,321
bonzibuddy,321
nitrolibre,321
preme,49
bronte,449
toxic sock,321
hestoned,321
mcatorri,321
uncle mojo,321
samuraipanda,321
park,321
iv,449
pg-13,321
kei$,321
naxx,321
snester,449
pollaentuboca,321
pootthebox,321
tuesday,25
sloth_behr,321
thebigredt,321
gh0st,321
ardent rage,321
woogity wu,321
reno,321
elmore,449
big red,33
pika god,321
robobean,321
voice,321
ugi,449
ng_roytheboi,321
mister krabbs,321
ringler,321
lysid,321
rgb,321
wooter,321
schythed,33
ninjamonkey,321
bruslwip,321
shridiculous,321
jnasty,321
suh dude,449
synthesis,321
ellorin,321
peachtea,321
soy,321
paid2spade,321
mervis,449
idlebot,321
stevedanger,321
sedrader,321
aperture,321
flux,321
studkip,321
sunnyknight,449
sunflowergirls,33
no_johns,321
mt,17
masskirbycide,321
tadeo,321
talbadar,321
improlifics,321
t26 #2528,321
teeeckskay,321
tempa,321
lucky,5
p33k,321
spoonermcgee,321
theworstmaker,321
sugoi,321
midorima,321
4chat,321
chauster,321
flimwad,321
lime,321
tsmith9915,321
jclone,321
oddyesy,321
some kind of cadwallader,321
tanooki,321
oceslio,321
barry allen,449
tj.wombo,321
babygotbackup,321
skullkid,321
microwade,321
weavle,321
herrmann,321
axe,7
bait,321
jpoptosis,449
wizzrobe,4
the rod,321
wobbles,9
xyos,321
yardo,49
oreo,321
zaffhead,321
le golden magikarp,321
anocturnalwar,321
duck,9
zave,49
hiro,449
zhea,321
peachy keen,321
grackle sniper,321
mojo,13
sloth-behr,49
fehrar,33
herman,33
legion,25
gustavo,49
