name,finalPlacement
jupiter,65
rev,97
abdulaziz,161
duni,97
alejandro,25
hijo,129
per hammar,129
hack,97
jesper,97
rax,25
fastnezy,193
cmac1211,161
igge,65
sun$,225
mikehaggarssbm,193
armada,1
raggebe,97
daydee,17
glitchy,33
derek,193
fa0,33
gamba,65
flippy_o,97
2uq22c9u,225
moachies,129
#8cjvulro,161
ahkiat09,225
vikong,225
xardov,25
#chultzmack,193
charlon,13
peliq,97
professor pro,5
alcides .i.,161
the best,161
spaghett,65
eekim,17
ryuker,97
mang0,4
deg,49
salevits,33
taggo,129
peki,25
youmakeussick,193
kalzu,33
candy,129
yabasta,33
mexx,65
ciex,161
leffen,3
jesper,193
krut,65
dr3am,129
akke,33
ice,7
basedontruestory,225
rebaz,65
johnnyfight,9
fantomenk,65
schis,97
juan andres rodriguez,193
gin,49
crunch,13
fatnomen,65
picassu,49
cel,161
dabs,161
snabbdjur,97
faded,129
tjockisbulle,193
zalz,193
amaranthx,193
asgtwe,161
fuzzyness,17
hadoush,193
losviken,129
stax,33
sharp,49
haiducn,193
irregularjinny,33
yukadon64,193
clutchreacts,161
novi,129
freestylin,193
jekku,49
thiefbug,161
weeee,225
android,9
cazqu33n,161
mayhem,33
liberz,161
bullebengt,97
j.tmbr,225
uncle carbuncle,65
dusty md,161
triz,129
sparkbrain,225
kamek,161
nice climbers,225
dominmuda,161
dw,129
krax_,65
,225
wille1923,129
rudmarker,49
kneedoking,65
lumia,97
impx,65
adamkex,49
oless,225
reefx,193
tred,193
bose,129
nils,17
xenjih,161
yimo,193
professor compressor,129
otak_,161
red blaze,129
nogget,97
irs,33
coni,97
macd,17
tailz,129
dauvid,129
gifflarn,97
leather,161
krumm,49
tenwa,65
smakis,33
quarry,97
pipsqueak,65
ceilingpanda,129
king armando,193
pichu main,97
pang,129
p0pe,65
spider,97
setchi,25
bensw,65
helmet,65
frenzy,25
ludvig4,49
zelpher,65
fatbomba,129
ghost,97
overtriforce,9
humpe,17
flippy,97
queen,97
aniolas,161
poopmaister6000,49
mtl-wizards,97
giraffe,161
root3,65
vonquack,225
dabs,129
maven,97
trif,7
deefly,193
raptormoses,65
rocksam,193
renz gaming,161
jadde,129
magicalarmanjan,225
mahie,9
#28898l88,193
japf,97
zíng,49
gojv,129
annapower89,97
7bananananananans,129
zookie,129
spoked,161
c3l,161
ciker,129
askeflink,25
parmsib,65
jag älskar avatar123,193
yahara,225
rocky,13
pepi,129
o,97
krakennrv-,193
#yp8cpyg2,193
zorc,25
zaik,49
maximus,49
barrakir,65
#pppp9lr8,129
krookk,193
agud,65
wizzrobe,5
botepipapopote,193
drunkunicron,129
vigge,97
oldiz,65
yalungur,65
rolflife,225
#20g9ry2gp,193
r0x,193
subsuck,65
nimbus,161
pots,49
laser thunder,65
mariosmasher,225
elaktomte,161
xhinthink,129
x3n0,161
svenne,193
#80pprr8,161
acid fuccboi,49
azuleez,225
kavorca,129
bëst,33
rolin,97
boo,65
hungrybox,2
sebson,33
pilot,193
trak,97
bomb,33
mums,33
tonymalone,65
froll3,97
gongong,65
ajp_anton,17
bez,97
justice,161
krkkvpl,97
krus,225
jungle,161
gblade,33
calebtemple,161
k-12,13
napi,161
wik,129
sususuueeeeloooo!!!!,193
emperor,49
trebejo99,193
zlazher,65
pricent,17
