name,finalPlacement
syrox,5
ashortbuspileup,49
sworddancer,49
whatarethose,49
rest,97
wizzrobe,2
snailure,73
mrlz,9
darkgenex,49
independent,73
prof,13
hoogie,37
robocop,97
spookmaster,49
pisces,49
mediocre,37
afmbot,97
sunshinestatefishing,49
colbol,9
hitomi j puff,97
relno,25
lyme,37
arbeder128,25
n337,73
porkchops,17
supercres,73
dingo,49
gahtzu,7
professor pro,7
the_g3nt,49
aly,25
noghrilla,25
ridz,25
scazern,73
bricktop,49
therm,49
yeti,25
fabio,37
mew2king,1
mr good luck,21
biggpappa,25
golly,37
brimiq,97
ringzzy,49
lad,13
oaty,9
sfat,3
c15,37
laine,97
envy,21
sizzler,37
lush,73
fieryvale47,49
picofarad,37
soup,73
good handwriting,73
keenan,21
smashbob squarepants,13
a rookie,17
pidove,73
en,73
bebopbeepboop,73
purplecube,73
paradoxchris,49
sinbad,17
animal control,37
the gerogerigegege,49
stackdolla$,49
sam:),25
the moon,5
drunksloth,17
repsguy,49
butler,73
tipman,73
rza,73
bolder,73
derdian,13
hungrybox,4
mrblazinasian,73
kpan,9
barraca,21
a.i.,49
house rat,73
baj,49
kai,49
prophet,73
krudo,37
stereotypicalmexican,37
wevans,49
sr-cue,25
brophet,49
pascetti,49
tru,97
ragnarock,25
krazie,73
shieldz,73
glitched,25
wreck,25
phoenix2448,73
kirro,73
big t,37
nasty$lckback,73
shaggy,49
