name,finalPlacement
ppmd,15
mew2king,7
hungrybox,1
axe,9
ice,15
shroomed,9
macd,9
lucky,15
wobbles,4
s2j,9
druggedfox,15
hugs,15
westballz,5
sfat,9
plup,5
nintendude,15
pewpewu,9
silent wolf,7
mang0,2
armada,3
