P1,P2,set winner,P1Score,P2Score
swedish delight,nevets,0,2,0
prynne,jab,0,2,1
wafl,notmattg,1,-1,0
r0cket_wizard,thrillhouse,0,2,0
hat,ketchup lube,0,2,0
sheep,zombigiraffe,0,2,0
mwl,schwety,0,2,0
surf's up. hail satan.,khryke,0,2,1
zain,hands like feet,0,2,0
dusty,saborx,1,0,2
holiday,gmar,0,2,0
ctrlaltdefeat,static,0,2,0
umbra,tropopolis,0,2,0
beanwolf,luft,0,2,0
taki,jed,0,2,0
hardp0int,mikeg,0,0,-1
swedish delight,prynne,0,2,0
notmattg,r0cket_wizard,1,0,2
hat,sheep,0,2,0
mwl,surf's up. hail satan.,0,2,0
zain,saborx,0,2,0
holiday,ctrlaltdefeat,1,0,2
umbra,beanwolf,0,2,0
taki,hardp0int,0,2,0
swedish delight,r0cket_wizard,0,2,1
hat,mwl,0,2,1
zain,ctrlaltdefeat,0,2,0
umbra,taki,1,0,2
swedish delight,hat,0,2,0
zain,taki,0,2,0
swedish delight,zain,0,-2,-2
nevets,jab,1,1,2
wafl,thrillhouse,1,-1,0
ketchup lube,zombigiraffe,1,1,2
schwety,khryke,1,0,2
hands like feet,dusty,1,1,2
gmar,static,1,1,2
tropopolis,luft,1,0,2
jed,mikeg,0,0,-1
hardp0int,jab,0,2,0
beanwolf,thrillhouse,0,2,0
holiday,zombigiraffe,0,2,0
saborx,khryke,0,2,1
surf's up. hail satan.,dusty,0,2,0
sheep,static,0,2,0
notmattg,luft,0,2,0
prynne,jed,0,2,0
hardp0int,beanwolf,1,0,2
holiday,saborx,0,2,0
surf's up. hail satan.,sheep,1,1,2
notmattg,prynne,1,0,2
mwl,beanwolf,0,2,1
r0cket_wizard,holiday,0,2,0
umbra,sheep,1,0,2
ctrlaltdefeat,prynne,0,2,1
mwl,r0cket_wizard,0,2,0
sheep,ctrlaltdefeat,1,0,2
taki,mwl,0,-2,-2
hat,ctrlaltdefeat,0,-2,-2
ibdw,ron paul,0,2,0
ibdw,liberace,0,-2,-2
ibdw,darth borth,0,2,0
ibdw,bones,1,1,2
ibdw,greg glaze,0,2,0
xanmor,phineas,0,2,0
xanmor,cwnr,0,2,0
ron paul,uboa,1,0,2
ron paul,cwnr,0,2,0
ron paul,wumpus,0,2,1
battery,kevnardo,0,2,0
battery,uboa,0,2,0
battery,greg glaze,0,2,0
a-on,kit,0,2,0
