name,finalPlacement
michexico,2
georgia,3
happy little accidents,5
weegee & polygamy,3
the bourbon state,9
national internationals,3
rule #3,9
droop troop,5
dungeons and dragons,9
almost st. louis,5
untitled,9
spencer's car,5
