P1, P2, set winner
pikalu,treyvon tustronk,1
knight,shanahan,0
sweet,treyvon tustronk,0
knight,sweet,1
the brig,sweet,0
lazarous,uguize,0
dysfunkti0nal,argonaut1,0
jussy,jellocube,0
snow flake,sabelan,1
reeve,lazarous,0
dan sam,dysfunkti0nal,1
hamyojo,jussy,0
rh1thmz,sabelan,0
reeve,dysfunkti0nal,0
hamyojo,rh1thmz,0
reeve,hamyojo,0
sabelan,uguize,0
jussy,argonaut1,0
dan sam,jellocube,0
lazarous,snow flake,0
sabelan,jussy,0
dan sam,lazarous,1
dysfunkti0nal,sabelan,1
rh1thmz,lazarous,1
sabelan,lazarous,1
hamyojo,lazarous,0
erisez,):,0
tuna,ihavesonar,0
afb,depressed eagle,0
russy,messenger,1
lanceinthepants,erisez,0
lain,tuna,0
zeo,afb,0
lafungo,messenger,1
lanceinthepants,lain,0
zeo,messenger,0
lanceinthepants,zeo,1
lafungo,):,0
afb,ihavesonar,0
tuna,depressed eagle,0
erisez,russy,1
lafungo,afb,0
tuna,russy,1
lain,lafungo,1
messenger,russy,0
lafungo,messenger,1
lanceinthepants,messenger,0
toes,abendrake,1
benstillerfan69,vallarris,0
capitali$m,ders,1
arias,lilypad,0
laudandus,abendrake,0
bricklee,benstillerfan69,1
dublat,ders,0
russell,arias,0
laudandus,benstillerfan69,0
dublat,russell,1
laudandus,russell,0
arias,toes,0
ders,vallarris,0
bricklee,capitali$m,0
abendrake,lilypad,1
arias,ders,1
bricklee,lilypad,1
benstillerfan69,ders,0
dublat,lilypad,0
benstillerfan69,dublat,1
russell,dublat,0
crawshaw,martel,1
majersk21,buttercup,1
blenderer,ch14,1
cweb,yung fuccboii,0
iiliitist,blu-j,1
leffen,martel,0
buttercup,ch14,0
parzival,cweb,0
yort,blu-j,0
leffen,buttercup,0
parzival,yort,1
leffen,yort,0
majersk21,blenderer,0
blu-j,crawshaw,0
cweb,majersk21,0
ch14,yung fuccboii,1
martel,iiliitist,0
blu-j,cweb,0
yung fuccboii,martel,0
buttercup,blu-j,1
parzival,yung fuccboii,0
blu-j,parzival,1
yort,parzival,0
chinchilla,spaceghost,1
psychowaffle,davemon,1
twig,drynanigans,1
surge,noldorian,1
mrsalezz,doofalo,0
r2dliu,spaceghost,0
davemon,drynanigans,1
mchi,noldorian,0
toe,mrsalezz,0
r2dliu,drynanigans,0
mchi,toe,0
r2dliu,mchi,0
psychowaffle,twig,1
mrsalezz,chinchilla,1
noldorian,twig,1
davemon,surge,0
spaceghost,doofalo,0
chinchilla,twig,0
davemon,spaceghost,0
drynanigans,chinchilla,0
toe,davemon,1
drynanigans,davemon,1
mchi,davemon,0
mustard,patrick,1
loveswater,salz,0
gm,kal-el,1
mars,snake master,0
quang,patrick,0
the ta,loveswater,0
hungry pigeon,kal-el,0
emil,mars,0
quang,the ta,0
hungry pigeon,emil,0
quang,hungry pigeon,1
mars,mustard,0
kal-el,salz,0
loveswater,gm,1
patrick,snake master,0
mars,kal-el,1
gm,patrick,1
the ta,kal-el,1
emil,patrick,1
kal-el,patrick,0
quang,kal-el,0
link2213,thissidedown,1
cho,asoma,0
mommy,ez$,1
g1ft v2.0,psych,0
lucky,thissidedown,0
thehazman00,cho,1
jamrun,ez$,0
crip,g1ft v2.0,0
lucky,cho,0
jamrun,crip,0
lucky,jamrun,0
g1ft v2.0,link2213,0
ez$,asoma,0
thehazman00,mommy,1
thissidedown,psych,0
g1ft v2.0,ez$,0
mommy,thissidedown,1
cho,g1ft v2.0,1
crip,thissidedown,1
g1ft v2.0,thissidedown,1
jamrun,thissidedown,0
brian,null,0
bduke,phrigid,1
fadversity,lyric,0
yandi,bumsqueeze,1
professor pro,brian,0
game,phrigid,1
imyt,fadversity,0
| vrudssbm,bumsqueeze,0
professor pro,phrigid,0
imyt,| vrudssbm,0
professor pro,imyt,0
bumsqueeze,null,1
fadversity,bduke,1
game,lyric,0
brian,yandi,0
null,bduke,1
game,brian,0
phrigid,bduke,0
| vrudssbm,game,1
phrigid,game,0
imyt,phrigid,0
cryptic,lost,1
remolinoferoz,doonee,0
vell,mattmog,1
kezzup,luu,0
prince abu,lost,0
unoriginal,remolinoferoz,0
griffith,mattmog,0
ringler,kezzup,0
prince abu,unoriginal,0
griffith,ringler,0
prince abu,griffith,0
kezzup,cryptic,0
mattmog,doonee,0
remolinoferoz,vell,0
lost,luu,1
kezzup,mattmog,1
remolinoferoz,luu,0
unoriginal,mattmog,1
ringler,remolinoferoz,0
mattmog,ringler,0
griffith,mattmog,0
grabsomeeyes,kulprit,0
moment,sunshine,1
radbot,blakesterr,0
coysquash,alliecat,1
plup,grabsomeeyes,0
wigglywuigimain ,sunshine,1
s1,radbot,0
breezy,alliecat,0
plup,sunshine,0
s1,breezy,0
plup,s1,0
alliecat,kulprit,0
radbot,moment,1
wigglywuigimain ,blakesterr,0
grabsomeeyes,coysquash,0
alliecat,moment,0
wigglywuigimain ,grabsomeeyes,1
sunshine,alliecat,1
breezy,grabsomeeyes,0
alliecat,breezy,1
s1,breezy,0
jofj,doghaus,0
syves,lil isai,1
microsoft j,chromidorr,0
lastpo,ckx,0
macd,jofj,0
inu,lil isai,1
jank,microsoft j,0
tangmang,lastpo,0
macd,lil isai,0
jank,tangmang,0
macd,jank,0
lastpo,doghaus,1
microsoft j,syves,0
inu,chromidorr,0
jofj,ckx,0
doghaus,microsoft j,1
inu,jofj,1
lil isai,microsoft j,0
tangmang,jofj,0
lil isai,tangmang,0
jank,lil isai,0
boneless,colony,1
porkloins,piggly,1
anabanana,snowboardcat,1
decaf,captain kush,0
mafia,colony,0
doctor x,piggly,0
dshi,snowboardcat,0
xiivi,decaf,0
mafia,doctor x,0
dshi,xiivi,0
mafia,dshi,0
decaf,boneless,0
snowboardcat,porkloins,0
piggly,anabanana,0
colony,captain kush,0
decaf,snowboardcat,0
piggly,colony,1
doctor x,decaf,1
xiivi,colony,0
decaf,xiivi,0
dshi,decaf,0
rocktimus crime,simon,1
jayrodd,stretch,0
mrpoo,suck,0
vidya_james,brando550,1
pi,simon,0
xest,jayrodd,0
heartstrings,mrpoo,0
cake,brando550,0
pi,xest,0
heartstrings,cake,0
pi,heartstrings,1
brando550,rocktimus crime,0
mrpoo,stretch,0
jayrodd,suck,1
simon,vidya_james,0
brando550,mrpoo,1
suck,simon,1
xest,mrpoo,0
cake,simon,0
xest,cake,1
pi,cake,0
rose,jwinks,1
raidos,ferriswheel,1
crysisbacon,nimbus,1
tketle,soul,1
mang0,jwinks,0
kvn,ferriswheel,1
therealthing,nimbus,0
moonpanda,soul,0
mang0,ferriswheel,0
therealthing,moonpanda,0
mang0,therealthing,0
soul,rose,1
nimbus,raidos,1
kvn,crysisbacon,0
jwinks,tketle,0
rose,raidos,0
kvn,jwinks,0
ferriswheel,rose,0
moonpanda,kvn,0
ferriswheel,moonpanda,0
therealthing,ferriswheel,0
king_purple,captchagod64,0
amne,un0,1
sizzle,stoveboy,0
ikkitrix,holo,0
pewpewu,king_purple,0
sleeptalky,un0,0
iateyourpie,sizzle,0
kanye rest,ikkitrix,0
pewpewu,sleeptalky,0
iateyourpie,kanye rest,0
pewpewu,iateyourpie,0
ikkitrix,captchagod64,0
sizzle,amne,0
un0,stoveboy,0
king_purple,holo,1
ikkitrix,sizzle,1
un0,holo,1
sleeptalky,sizzle,1
kanye rest,holo,0
sizzle,kanye rest,1
iateyourpie,kanye rest,0
qwillinallthefish,pr0tein,1
d_lidz,volton,1
opiatre,dr. wu,0
bt$,sin_of_friday,1
mattdotzeb,pr0tein,0
figment,volton,0
massive,opiatre,1
hunt,sin_of_friday,0
mattdotzeb,figment,0
opiatre,hunt,1
mattdotzeb,hunt,0
sin_of_friday,qwillinallthefish,1
massive,d_lidz,1
volton,dr. wu,0
pr0tein,bt$,0
qwillinallthefish,d_lidz,1
volton,pr0tein,1
figment,d_lidz,0
opiatre,pr0tein,1
figment,pr0tein,1
hunt,pr0tein,0
mando,hoxton,1
federade,coupkey,1
pgd,low expectations,0
macgruber,berry,0
mew2king,hoxton,0
dankasswondergimps,coupkey,1
kittymw,pgd,1
thugz,macgruber,0
mew2king,coupkey,0
pgd,thugz,1
mew2king,thugz,0
macgruber,mando,0
kittymw,federade,1
dankasswondergimps,low expectations,1
hoxton,berry,1
macgruber,federade,0
low expectations,berry,1
coupkey,macgruber,1
pgd,berry,1
macgruber,berry,0
thugz,macgruber,0
holy ham,winmil,0
tortuga milk,neil,1
phoenix,austin,0
sudo,portals,0
mikehaze,holy ham,0
jab,neil,1
pb&j,phoenix,0
webs,sudo,0
mikehaze,neil,0
pb&j,webs,0
mikehaze,pb&j,0
sudo,winmil,0
phoenix,tortuga milk,0
jab,austin,0
holy ham,portals,0
sudo,phoenix,0
jab,holy ham,1
neil,sudo,1
webs,holy ham,1
sudo,holy ham,1
pb&j,holy ham,0
weissclimbers,woogieboogie,0
flat,oven,1
chibi,vdub,1
pupudoodoo,mw,1
oro?!,weissclimbers,0
cag,oven,1
beach,vdub,0
sabz,mw,1
oro?!,oven,0
beach,mw,0
oro?!,beach,1
sabz,woogieboogie,0
vdub,flat,0
cag,chibi,1
weissclimbers,pupudoodoo,0
sabz,vdub,1
chibi,weissclimbers,1
oven,vdub,1
mw,weissclimbers,0
vdub,mw,0
oro?!,vdub,0
ijiz,cagnar,0
moonunit,unit456,1
juice,mr. h,0
cdub,jimmynojohns,0
mr. f,ijiz,0
angelaanaconda,unit456,1
luigigoshard,juice,0
@tryceblazer,cdub,0
mr. f,unit456,0
luigigoshard,@tryceblazer,0
mr. f,luigigoshard,1
cdub,cagnar,0
juice,moonunit,0
angelaanaconda,mr. h,1
ijiz,jimmynojohns,0
cdub,juice,0
mr. h,ijiz,1
unit456,cdub,1
@tryceblazer,ijiz,0
cdub,@tryceblazer,1
mr. f,@tryceblazer,0
steiner,nn7,0
lo1ts,soy,0
rezo,the chef,1
tengu man,brando,1
orly,steiner,0
crust,lo1ts,1
nurok,the chef,0
dingus,brando,0
orly,lo1ts,0
nurok,dingus,0
orly,nurok,0
brando,nn7,0
the chef,soy,1
crust,rezo,0
steiner,tengu man,0
brando,soy,1
crust,steiner,1
lo1ts,soy,1
dingus,steiner,0
soy,dingus,1
nurok,dingus,0
dreamfunk,notkris,1
spills,burgerdon,1
falcouser,pulver,1
barcode,jerry,1
nintendude,notkris,0
jimmypop23,burgerdon,1
nerin,pulver,0
2a4t,jerry,1
nintendude,burgerdon,0
nerin,jerry,0
nintendude,nerin,0
2a4t,dreamfunk,0
pulver,spills,1
jimmypop23,falcouser,0
notkris,barcode,1
2a4t,spills,0
jimmypop23,barcode,0
burgerdon,2a4t,1
jerry,jimmypop23,0
2a4t,jerry,1
nerin,jerry,0
td,techboy,1
burlap,amdrew,0
greenwalk,seraph,0
mrbnjmn,2 trainz,1
nightmare,techboy,0
nu,burlap,0
azzu,greenwalk,0
gtown_tom,2 trainz,0
nightmare,nu,0
azzu,gtown_tom,0
nightmare,azzu,0
2 trainz,td,1
greenwalk,amdrew,0
burlap,seraph,0
techboy,mrbnjmn,0
td,greenwalk,0
burlap,techboy,0
nu,td,0
gtown_tom,burlap,0
nu,gtown_tom,0
azzu,nu,0
dutch,rayd,1
zalost,aray,1
yung_life,kj,0
stepdad,jeo,0
| nmw,rayd,0
boyne,aray,1
jawanga,yung_life,0
bernal,stepdad,0
| nmw,aray,0
jawanga,bernal,0
| nmw,jawanga,0
stepdad,dutch,1
yung_life,zalost,0
boyne,kj,0
rayd,jeo,0
dutch,yung_life,0
boyne,rayd,1
aray,dutch,1
bernal,rayd,0
dutch,bernal,1
jawanga,bernal,0
8oz,joe,0
smoe,porkwings,0
weakener,lōs,1
cobab,labrador,0
paranoidzoid,2spoopy,1
ny joey,8oz,0
smoe,lōs,1
.ðempt,cobab,0
iifter,2spoopy,0
ny joey,lōs,0
.ðempt,iifter,1
ny joey,iifter,1
porkwings,weakener,1
2spoopy,joe,1
cobab,weakener,0
smoe,labrador,1
8oz,paranoidzoid,0
joe,cobab,1
labrador,8oz,1
lōs,cobab,1
.ðempt,8oz,0
cobab,.ðempt,1
ny joey,.ðempt,0
wooper,jakpox,1
yumyum,get loose,1
restez,zinja,0
queuess,deckerstag,0
rannulf,mrdr,0
koopatroopa895,jakpox,0
get loose,restez,1
hindawg,queuess,0
koopakev,rannulf,0
koopatroopa895,restez,0
hindawg,koopakev,0
koopatroopa895,hindawg,1
yumyum,zinja,1
rannulf,wooper,0
queuess,zinja,0
get loose,deckerstag,0
jakpox,mrdr,0
rannulf,queuess,0
get loose,jakpox,1
restez,rannulf,0
koopakev,jakpox,0
restez,koopakev,0
koopatroopa895,restez,0
regralht,skm,1
the rake,orangepledge,1
karils,frostmagma,0
grizzlee,proc,1
lovage805,skm,0
spectroid,orangepledge,0
vanitas,karils,0
ellis,proc,0
lovage805,spectroid,0
vanitas,ellis,0
lovage805,vanitas,0
proc,regralht,0
karils,the rake,0
orangepledge,frostmagma,1
skm,grizzlee,0
proc,karils,1
frostmagma,skm,1
spectroid,karils,1
ellis,skm,0
karils,ellis,1
vanitas,ellis,0
tkbreezy,sylar,1
flaze,lildragon,1
caff3in3fr33,danil,1
darv,4thwrldmrshl,1
reno,sylar,0
spy,lildragon,0
cob,danil,0
roshi,4thwrldmrshl,0
reno,spy,0
cob,roshi,0
reno,cob,0
4thwrldmrshl,tkbreezy,1
danil,flaze,0
lildragon,caff3in3fr33,0
sylar,darv,0
tkbreezy,danil,1
lildragon,sylar,1
spy,danil,0
roshi,sylar,0
spy,roshi,1
cob,roshi,0
keff,breachin,1
nomis,jeffy,0
chals,voice,1
irs,morpheus,0
kirbykaze,breachin,0
enen,nomis,1
paper tiger,voice,1
jcubez,irs,0
kirbykaze,nomis,0
voice,jcubez,1
kirbykaze,jcubez,0
irs,keff,0
paper tiger,jeffy,1
enen,chals,0
breachin,morpheus,0
irs,jeffy,0
enen,breachin,1
nomis,irs,0
voice,breachin,0
nomis,voice,0
jcubez,nomis,0
buddy,fishguts,0
gooz,celesti,1
ace turner,truckasaurus,1
nice moose,winnie,1
d. disciple,bron,0
ice,buddy,0
celesti,truckasaurus,1
joeycrzl,winnie,0
timesink,d. disciple,0
ice,truckasaurus,0
joeycrzl,timesink,0
ice,joeycrzl,0
gooz,ace turner,0
d. disciple,fishguts,0
winnie,gooz,0
celesti,nice moose,0
buddy,bron,1
d. disciple,winnie,1
celesti,bron,0
truckasaurus,winnie,1
timesink,celesti,0
winnie,timesink,1
joeycrzl,timesink,0
elliotxspeedruns,zook,1
els3y,blitzbolt,1
shysta,pilzlotta,1
taichou,stego,0
arcin,foxcapacitor,1
slox,zook,0
blitzbolt,pilzlotta,0
marko64,taichou,0
slypig,foxcapacitor,0
slox,blitzbolt,0
marko64,slypig,1
slox,slypig,0
els3y,shysta,1
foxcapacitor,elliotxspeedruns,0
taichou,shysta,0
pilzlotta,stego,1
zook,arcin,0
foxcapacitor,taichou,0
stego,zook,1
blitzbolt,foxcapacitor,1
marko64,zook,1
foxcapacitor,zook,1
slypig,zook,0
jankz,therealjustinbieber,0
rich,freky,1
dirty,ghost of harambe,0
bouyer,under,0
deliciousoctorok,yogothewizard,0
iceman,jankz,0
freky,dirty,0
mb-smash,bouyer,0
seabass,deliciousoctorok,0
iceman,freky,0
mb-smash,seabass,0
iceman,mb-smash,0
rich,ghost of harambe,0
deliciousoctorok,therealjustinbieber,0
bouyer,rich,1
dirty,under,0
jankz,yogothewizard,1
deliciousoctorok,rich,1
dirty,yogothewizard,0
freky,rich,0
seabass,dirty,0
freky,seabass,1
mb-smash,seabass,0
djstank,deep c. squid,1
moggle,marusudt,0
flwns,will pickles,1
angryfalco,banana fiend,0
infinite numbers,deep c. squid,0
stoked,moggle,0
gato,will pickles,0
beegs,angryfalco,0
infinite numbers,stoked,0
gato,beegs,0
infinite numbers,gato,0
angryfalco,djstank,0
will pickles,marusudt,0
moggle,flwns,1
deep c. squid,banana fiend,0
angryfalco,will pickles,1
flwns,deep c. squid,1
stoked,will pickles,1
beegs,deep c. squid,0
will pickles,beegs,1
gato,beegs,0
wizard,onehandbackhand,0
jorbic,link master 3000,0
quint,capone,0
bhop,reign,0
sabo,contra,1
j666,wizard,0
jorbic,quint,1
eliott,bhop,0
mentaculus,contra,0
j666,quint,0
eliott,mentaculus,0
j666,eliott,0
link master 3000,capone,1
contra,onehandbackhand,0
bhop,capone,1
jorbic,reign,1
wizard,sabo,0
contra,capone,1
reign,wizard,1
quint,capone,0
mentaculus,wizard,0
quint,mentaculus,1
eliott,mentaculus,0
hert,vinje,0
kaptinkillem,crimsonkid,1
blaziken,woogity wu,1
| prime,miamikey,1
silent wolf,hert,0
jake97,crimsonkid,1
prz,woogity wu,0
puff,miamikey,0
silent wolf,crimsonkid,0
prz,puff,1
silent wolf,puff,0
miamikey,vinje,0
woogity wu,kaptinkillem,0
jake97,blaziken,1
hert,| prime,0
miamikey,woogity wu,1
blaziken,hert,1
crimsonkid,woogity wu,0
prz,hert,0
crimsonkid,prz,1
puff,prz,0
orange,spankers,0
dsj,bluepartyhat,0
josamabinladen,lonebutterfish,1
toptierdad,saborx,0
shroomed,orange,0
knee 'em liam,dsj,1
by15,lonebutterfish,1
datrooph,toptierdad,0
shroomed,dsj,0
lonebutterfish,datrooph,0
shroomed,lonebutterfish,0
toptierdad,spankers,0
by15,bluepartyhat,0
knee 'em liam,josamabinladen,0
orange,saborx,0
toptierdad,by15,0
knee 'em liam,orange,1
dsj,toptierdad,0
datrooph,orange,0
dsj,datrooph,0
lonebutterfish,dsj,0
blahguy,cartastikid,0
drum,hot,1
ciggas,djniinii,1
xurk,seed,0
shinobi,blahguy,0
mombacat,hot,1
vincessant,djniinii,0
supermegawalrus,xurk,1
shinobi,hot,1
vincessant,xurk,0
hot,vincessant,0
supermegawalrus,cartastikid,0
djniinii,drum,0
mombacat,ciggas,0
blahguy,seed,0
supermegawalrus,djniinii,0
mombacat,blahguy,0
shinobi,supermegawalrus,0
xurk,mombacat,1
shinobi,mombacat,0
vincessant,shinobi,0
nfreak,joeyoyos,0
peter,cocothunder,1
black knight,pleasantries,1
sangho,dustland,0
sharkz,nfreak,0
buckskinbay,cocothunder,1
morsecode762,pleasantries,0
bertbusdriver,sangho,0
sharkz,cocothunder,0
morsecode762,bertbusdriver,0
sharkz,morsecode762,1
sangho,joeyoyos,0
pleasantries,peter,0
buckskinbay,black knight,0
nfreak,dustland,0
sangho,pleasantries,1
buckskinbay,nfreak,1
cocothunder,pleasantries,1
bertbusdriver,nfreak,0
pleasantries,bertbusdriver,0
sharkz,pleasantries,0
i3njamin,emceecurtis,0
splendid,hazystalebread,0
gyro,bhox,1
visualwatch,yold,1
thrownorc,zuppy,1
shaeden,i3njamin,0
splendid,bhox,0
widl,yold,0
elephante,zuppy,1
shaeden,splendid,0
widl,zuppy,0
shaeden,widl,1
hazystalebread,gyro,0
elephante,emceecurtis,0
yold,hazystalebread,0
bhox,visualwatch,1
i3njamin,thrownorc,0
elephante,yold,0
visualwatch,i3njamin,0
splendid,elephante,1
zuppy,visualwatch,1
elephante,visualwatch,1
shaeden,visualwatch,0
log,algel,0
dynamic,moosewad,0
tuesday,christ himself,1
moonpuncher,doujin logic,1
| jflex,log,0
booty bandit,dynamic,1
marriott moy,christ himself,0
metric,doujin logic,0
| jflex,dynamic,0
marriott moy,metric,0
| jflex,marriott moy,0
doujin logic,algel,0
christ himself,moosewad,0
booty bandit,tuesday,0
log,moonpuncher,0
doujin logic,christ himself,1
booty bandit,log,1
dynamic,christ himself,0
metric,log,0
dynamic,metric,1
marriott moy,metric,0
cottons,kmol,0
bj,mr. potatobread,1
deathpie,knapsack,0
tang it rell,cube,1
dirt,dragonite,0
scythe,cottons,0
mr. potatobread,deathpie,0
j00t,cube,1
dr. greenthumb,dirt,0
scythe,mr. potatobread,0
cube,dr. greenthumb,1
scythe,dr. greenthumb,1
bj,knapsack,1
dirt,kmol,1
j00t,knapsack,1
deathpie,tang it rell,0
cottons,dragonite,0
kmol,knapsack,0
deathpie,cottons,1
mr. potatobread,kmol,0
cube,cottons,1
mr. potatobread,cottons,0
scythe,mr. potatobread,0
hoov,pikapastor,1
drewgs,zeal,1
beeyee,modus,0
lukewarm,dr. chekhov,1
roro,curry,0
scar,pikapastor,1
zeal,beeyee,0
liquid,dr. chekhov,0
bearsfan092,roro,0
pikapastor,zeal,0
liquid,bearsfan092,0
pikapastor,liquid,1
drewgs,modus,1
roro,hoov,1
dr. chekhov,modus,0
beeyee,lukewarm,0
scar,curry,0
hoov,dr. chekhov,1
beeyee,scar,1
zeal,dr. chekhov,1
bearsfan092,scar,1
dr. chekhov,scar,1
pikapastor,scar,0
patrick,godzillaking,0
medusa,linder,1
phalanx,impy,0
quantum_x,imbimbo,0
sago,patrick,0
sneddy,linder,0
jkj,phalanx,0
mado,quantum_x,1
sago,sneddy,0
jkj,quantum_x,0
sago,jkj,1
mado,godzillaking,1
phalanx,medusa,0
linder,impy,0
patrick,imbimbo,0
godzillaking,phalanx,1
linder,patrick,0
sneddy,phalanx,0
quantum_x,linder,0
sneddy,quantum_x,0
sago,sneddy,0
mewtroid,bad horse,1
joat,nope,1
lo,corn,1
jm,dirty mike,1
sfat,bad horse,0
rucksack,nope,0
zasa,corn,0
thrash,dirty mike,0
sfat,rucksack,0
zasa,thrash,0
sfat,zasa,0
dirty mike,mewtroid,0
corn,joat,0
nope,lo,1
bad horse,jm,0
dirty mike,corn,0
lo,bad horse,1
rucksack,dirty mike,1
thrash,bad horse,0
dirty mike,thrash,1
zasa,thrash,0
shmoomin_,dair raid,1
harkules,wisely,1
kalands,et,1
tet,gravity,1
saus,dair raid,0
my dad makes me play this,wisely,1
dairdev1l,et,0
puncayshun,gravity,0
saus,wisely,0
dairdev1l,puncayshun,0
saus,dairdev1l,1
gravity,shmoomin_,0
et,harkules,0
my dad makes me play this,kalands,0
dair raid,tet,0
gravity,et,1
my dad makes me play this,dair raid,1
wisely,et,0
puncayshun,dair raid,0
wisely,puncayshun,1
saus,puncayshun,0
valor,clock,0
gman,zero fox given,0
lemons,dethasarus rex,0
chelly,yamham,1
wheatley,jp,1
s2j,valor,0
gman,lemons,0
idcrisis,yamham,0
nox,jp,0
s2j,gman,0
idcrisis,nox,0
s2j,idcrisis,0
zero fox given,dethasarus rex,0
jp,clock,1
yamham,zero fox given,0
lemons,chelly,0
valor,wheatley,0
clock,yamham,1
lemons,valor,1
gman,yamham,0
nox,valor,0
gman,nox,1
idcrisis,nox,0
quigs,havoc,1
snape,happy,1
not that good,hestoned,1
king fedora,sunshine,0
ryan_k,havoc,0
cheez dragon,happy,1
char,hestoned,0
liva,king fedora,1
ryan_k,happy,0
char,king fedora,0
ryan_k,char,0
liva,quigs,0
hestoned,snape,0
cheez dragon,not that good,1
havoc,sunshine,1
liva,hestoned,0
not that good,sunshine,1
happy,liva,1
king fedora,sunshine,0
liva,king fedora,1
char,king fedora,0
dirty socks,johnnycamine,1
ce,dyldobaggins,0
timko | af,stoc,0
b17,el jefe,1
ryan ford,johnnycamine,0
100 grand,ce,0
sveet,timko | af,0
galen the wise,el jefe,0
ryan ford,100 grand,0
sveet,galen the wise,1
ryan ford,galen the wise,0
el jefe,dirty socks,0
timko | af,dyldobaggins,0
ce,stoc,0
johnnycamine,b17,1
el jefe,timko | af,0
ce,b17,1
100 grand,el jefe,0
sveet,b17,0
100 grand,sveet,1
galen the wise,sveet,0
jemz,n0z1ck,1
jeodude,ceephax,1
deku,crispy t.,0
yopedd,medical chicken,1
rustin,n0z1ck,0
danku,ceephax,1
tian,deku,0
focus,medical chicken,0
rustin,ceephax,0
tian,focus,0
rustin,tian,1
medical chicken,jemz,1
deku,jeodude,0
danku,crispy t.,1
n0z1ck,yopedd,0
jemz,deku,0
crispy t.,n0z1ck,1
ceephax,jemz,0
focus,n0z1ck,0
ceephax,focus,0
rustin,ceephax,0
dabeazt,moo,0
bchan,gothoesinareacodes,1
rapatap,bayless,0
sweetyjesus,bk,0
ka-master,dabeazt,0
lotus,gothoesinareacodes,0
rog,rapatap,0
kenpachi,sweetyjesus,0
ka-master,lotus,0
rog,kenpachi,0
ka-master,rog,0
sweetyjesus,moo,0
rapatap,bchan,0
gothoesinareacodes,bayless,0
dabeazt,bk,0
sweetyjesus,rapatap,1
gothoesinareacodes,dabeazt,0
lotus,rapatap,0
kenpachi,gothoesinareacodes,0
lotus,kenpachi,1
rog,kenpachi,0
hibbityhoopla,moon over my-hammy,0
rambo nanny,scoot,1
popehat,wreckening,0
boney,jampion,1
kage,hibbityhoopla,0
mk.ii,scoot,0
knubs.,popehat,0
hrctypo,jampion,0
kage,mk.ii,0
knubs.,hrctypo,0
kage,knubs.,0
jampion,moon over my-hammy,1
popehat,rambo nanny,0
scoot,wreckening,0
hibbityhoopla,boney,0
moon over my-hammy,popehat,1
scoot,hibbityhoopla,0
mk.ii,popehat,0
hrctypo,scoot,1
mk.ii,scoot,0
knubs.,mk.ii,0
dessro,jobes,1
vander,jon,1
grandshrimp,sensai,0
vile,aztec2step,1
rudolph,jobes,0
pom,jon,1
nes,grandshrimp,0
simple,aztec2step,0
rudolph,jon,0
nes,simple,0
rudolph,nes,0
aztec2step,dessro,1
grandshrimp,vander,0
pom,sensai,1
jobes,vile,0
dessro,grandshrimp,1
sensai,jobes,1
jon,grandshrimp,1
simple,jobes,0
grandshrimp,simple,1
nes,simple,0
peegert,jackie,1
danny doritos,druid,0
luigi master tae,helen,0
tyger,pono,1
kels,jackie,0
vi,danny doritos,0
sans,luigi master tae,0
kim yung un,pono,0
kels,vi,0
sans,kim yung un,1
kels,kim yung un,0
pono,peegert,0
luigi master tae,druid,0
danny doritos,helen,0
jackie,tyger,0
pono,luigi master tae,1
danny doritos,jackie,1
vi,luigi master tae,0
sans,jackie,0
vi,sans,1
kim yung un,sans,0
dimarx,liberate,1
ultrabob,bad graphics ghost,1
pinch,digboss,1
liam_butler,cow,0
rik,liberate,1
ryko,bad graphics ghost,1
younger,digboss,0
coastward,liam_butler,1
liberate,bad graphics ghost,0
younger,liam_butler,1
liberate,liam_butler,0
coastward,dimarx,0
digboss,ultrabob,0
ryko,pinch,1
rik,cow,0
coastward,digboss,0
pinch,rik,1
bad graphics ghost,coastward,1
younger,rik,1
coastward,rik,1
liam_butler,rik,0
chaitea,bdoc,0
pvc chris,galeforce,0
mr_sweet,peon,0
toptierramen,invinceabull,1
kjh,chaitea,0
jip,pvc chris,0
charon,mr_sweet,1
fizzi,invinceabull,0
kjh,jip,0
mr_sweet,fizzi,0
kjh,mr_sweet,0
invinceabull,bdoc,0
charon,galeforce,1
pvc chris,peon,0
chaitea,toptierramen,0
invinceabull,galeforce,0
pvc chris,chaitea,1
jip,invinceabull,0
fizzi,chaitea,0
jip,fizzi,0
mr_sweet,jip,0
tangent,ruslinjimmies,1
aml,buns,1
quibsy,supernac,0
lildemon,kellz,0
bladewise,ruslinjimmies,0
wasted,buns,1
shroudedone,quibsy,0
roboticphish,lildemon,0
bladewise,buns,0
shroudedone,roboticphish,1
bladewise,roboticphish,0
lildemon,tangent,0
quibsy,aml,0
wasted,supernac,0
ruslinjimmies,kellz,1
lildemon,quibsy,0
wasted,kellz,1
buns,lildemon,1
shroudedone,kellz,0
lildemon,shroudedone,1
roboticphish,shroudedone,0
turtle,yogi backair,0
regi,wind,0
zamn,ryan mercado,1
burnt wood,gobos,0
simian,random,0
dr. z,turtle,0
regi,ryan mercado,0
k,burnt wood,0
jonny "gumball" gamble,simian,0
dr. z,regi,0
k,jonny "gumball" gamble,0
dr. z,k,0
wind,zamn,0
simian,yogi backair,0
burnt wood,wind,1
ryan mercado,gobos,0
turtle,random,0
simian,wind,0
ryan mercado,turtle,0
regi,simian,1
jonny "gumball" gamble,ryan mercado,0
