T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
whooie,ppsd,bpow,xurk,1,0,2
whooie,ppsd,cheif10,whomp,0,2,0
aki,frost,harmak,vorpal,0,2,1
aki,frost,food,tavi,0,2,0
aki,frost,xion darkrose,denec,0,2,0
orly,marshall,whooie,ppsd,0,2,0
orly,marshall,n0ne,blitz,0,2,0
orly,marshall,sago,scythe,1,1,2
knubs.,azzu,theytah,railz,0,2,0
knubs.,azzu,moosewad,dysfunkti0nal,0,2,0
xtreme,rooster,mikey20100,john,0,2,0
xtreme,rooster,ramjam,coxbox,0,2,0
dakpo,lunchables,aki,frost,0,2,0
dakpo,lunchables,orly,marshall,0,2,0
dakpo,lunchables,hyperflame,xyk,0,-2,-2
dakpo,lunchables,ggdoe,nave,0,2,0
boat,jadeyes,mikey20100,john,0,2,1
boat,jadeyes,bpow,xurk,1,0,2
boat,jadeyes,ramjam,coxbox,0,2,0
harmak,vorpal,theytah,railz,0,2,0
harmak,vorpal,moosewad,dysfunkti0nal,0,2,0
harmak,vorpal,ggdoe,nave,0,2,1
bpow,xurk,food,tavi,1,0,2
karma,darth shard,knubs.,azzu,0,2,0
karma,darth shard,gumble,deus ex jinora,0,2,-1
n0ne,blitz,aki,frost,1,0,2
n0ne,blitz,boat,jadeyes,0,2,0
n0ne,blitz,karma,darth shard,0,2,0
food,tavi,xtreme,rooster,0,2,0
food,tavi,cheif10,whomp,0,2,0
yata,lsdx,karma,darth shard,1,0,2
mrlz,mew2king,aki,frost,0,2,0
mrlz,mew2king,xtreme,rooster,0,2,0
mrlz,mew2king,hyperflame,xyk,1,0,2
mrlz,mew2king,sago,scythe,0,-2,-2
mrlz,mew2king,dla,mukfather,0,2,0
hyperflame,xyk,knubs.,azzu,0,2,0
hyperflame,xyk,sago,scythe,0,2,1
ggdoe,nave,gumble,deus ex jinora,0,2,0
ggdoe,nave,yata,lsdx,0,2,1
sago,scythe,bpow,xurk,0,2,0
sago,scythe,karma,darth shard,0,2,0
sago,scythe,dla,mukfather,0,2,0
xion darkrose,denec,moosewad,dysfunkti0nal,1,0,2
dla,mukfather,harmak,vorpal,0,2,0
dla,mukfather,food,tavi,0,2,0
dla,mukfather,delta,canary,0,2,0
delta,canary,bpow,xurk,1,0,2
pgd,oathlivion,mawwwk,grab2win,1,0,2
desseler,ellis,zuul,cho,0,2,0
amazerommu,kain,kulprit,doodler,0,2,0
embre,amerikev,dexter,sinnyboo242,1,0,2
sino,koala,null origin,portals,0,2,1
dad,mvzy,yyap,c#,1,0,2
zigludo,pure,yankee,peeko,0,2,0
reslived,eyeheartlovetap,plinywaves,firelord46,0,2,0
scooby doo gucci jacuzzi,clownballs,thekeyof95,kyo,0,2,0
sothe,spicy,binary clone,infernospark,0,2,0
solharath,lordy,slyfer,h2o,0,2,0
junebug,ripple,mawwwk,grab2win,0,2,0
desseler,ellis,amazerommu,kain,0,2,0
hungrybox,westballz,dexter,sinnyboo242,0,2,0
k-tel,thunderzreign,sino,koala,0,2,0
dirtboy,ally,yyap,c#,0,2,0
zigludo,pure,reslived,eyeheartlovetap,0,2,0
mjg,strong bad,scooby doo gucci jacuzzi,clownballs,0,2,0
sothe,spicy,solharath,lordy,0,2,0
junebug,ripple,desseler,ellis,0,2,0
hungrybox,westballz,k-tel,thunderzreign,0,2,0
dirtboy,ally,zigludo,pure,0,2,0
mjg,strong bad,sothe,spicy,0,2,0
junebug,ripple,hungrybox,westballz,1,1,2
dirtboy,ally,mjg,strong bad,0,2,0
hungrybox,westballz,dirtboy,ally,0,-2,-2
zuul,cho,kulprit,doodler,1,0,2
yankee,peeko,plinywaves,firelord46,0,2,0
binary clone,infernospark,slyfer,h2o,1,0,2
solharath,lordy,pgd,oathlivion,0,2,0
scooby doo gucci jacuzzi,clownballs,kulprit,doodler,1,0,2
reslived,eyeheartlovetap,embre,amerikev,0,2,0
yyap,c#,null origin,portals,1,1,2
sino,koala,dad,mvzy,0,2,0
dexter,sinnyboo242,yankee,peeko,0,2,0
amazerommu,kain,thekeyof95,kyo,0,2,0
mawwwk,grab2win,slyfer,h2o,1,0,2
solharath,lordy,kulprit,doodler,0,2,0
reslived,eyeheartlovetap,null origin,portals,1,0,2
sino,koala,dexter,sinnyboo242,1,0,2
amazerommu,kain,slyfer,h2o,0,2,0
k-tel,thunderzreign,solharath,lordy,1,0,2
desseler,ellis,null origin,portals,0,2,0
sothe,spicy,dexter,sinnyboo242,1,0,2
zigludo,pure,amazerommu,kain,0,2,0
solharath,lordy,desseler,ellis,1,1,2
dexter,sinnyboo242,zigludo,pure,1,1,2
mjg,strong bad,desseler,ellis,0,2,0
junebug,ripple,zigludo,pure,0,2,1
mjg,strong bad,junebug,ripple,0,-2,-2
dakpo,lunchables,hyperflame,xyk,0,3,0
hungrybox,westballz,dirtboy,ally,1,0,3
dakpo,lunchables,dirtboy,ally,0,3,0
dakpo,lunchables,mrlz,mew2king,1,1,3
mrlz,mew2king,dakpo,lunchables,0,3,0
mjg,strong bad,junebug,ripple,1,0,3
mrlz,mew2king,sago,scythe,0,3,0
hyperflame,xyk,junebug,ripple,1,1,3
hungrybox,westballz,mrlz,mew2king,1,2,3
junebug,ripple,mrlz,mew2king,1,1,3
dirtboy,ally,mrlz,mew2king,1,0,3
