T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
mr. daddy man,jibbmil,theredmage,taclite,1,0,2
jesteros,giannis,wittmarch,loveandtolerance,0,2,1
quepasacontigo,diva,athena21,neon ness,0,2,0
istudying,gregs,theredmage,taclite,0,2,0
vreyvus,lentross,legic,muk,0,2,1
loota,jebu,jesteros,giannis,0,2,1
reptile,crispy,quepasacontigo,diva,0,2,0
istudying,gregs,vreyvus,lentross,0,2,0
loota,jebu,reptile,crispy,1,1,2
istudying,gregs,reptile,crispy,0,-2,-2
quepasacontigo,diva,mr. daddy man,jibbmil,0,2,0
legic,muk,wittmarch,loveandtolerance,0,2,0
theredmage,taclite,athena21,neon ness,0,2,0
quepasacontigo,diva,jesteros,giannis,1,1,2
legic,muk,theredmage,taclite,0,-2,-2
vreyvus,lentross,jesteros,giannis,0,2,0
loota,jebu,legic,muk,1,1,2
vreyvus,lentross,legic,muk,0,-2,-2
el_bardo,robo~luigi,daisuki,pq-formeln,0,2,0
el_bardo,robo~luigi,bulby,peligod,0,2,0
spyroul,thymeballoon,shuc,fx,1,0,2
spyroul,thymeballoon,mursu,noqqysc,1,0,2
spyroul,thymeballoon,ferynze,flames,0,2,0
shuc,fx,sirshyguy,laske,1,0,2
shuc,fx,loz,jägerfox,0,2,0
sirshyguy,laske,daisuki,pq-formeln,0,-2,-2
sirshyguy,laske,frasse,fiby,0,2,0
sirshyguy,laske,bulby,peligod,0,-2,-2
sirshyguy,laske,bulby,peligod,1,-2,-2
s1,pikaforlife,el_bardo,robo~luigi,0,-2,-2
s1,pikaforlife,shuc,fx,0,2,0
s1,pikaforlife,koji,mazzin,0,2,0
koji,mazzin,mursu,noqqysc,1,1,2
koji,mazzin,frasse,fiby,0,2,0
daisuki,pq-formeln,loz,jägerfox,0,-2,-2
mursu,noqqysc,bulby,peligod,1,1,2
ferynze,flames,daisuki,pq-formeln,1,0,2
bulby,peligod,mursu,noqqysc,0,2,1
lufos,y.e.s.,veghard,sjaleks,0,2,0
smashracer,dreegon,esyosh,dunker,1,0,2
libeck,metanoia,slayman,marcelgc,0,2,0
sim-max,g-danzee,fabz,triumphfork,0,2,0
cyve,long0uw,lufos,y.e.s.,0,-2,-2
zantg,opto,esyosh,dunker,1,0,2
enki,paoz,libeck,metanoia,0,2,1
whyyz,doublec,sim-max,g-danzee,1,0,2
cyve,long0uw,esyosh,dunker,0,2,0
enki,paoz,sim-max,g-danzee,1,0,2
cyve,long0uw,sim-max,g-danzee,0,-2,-2
whyyz,doublec,veghard,sjaleks,0,2,0
libeck,metanoia,smashracer,dreegon,0,2,0
zantg,opto,slayman,marcelgc,0,2,0
lufos,y.e.s.,fabz,triumphfork,1,1,2
whyyz,doublec,libeck,metanoia,0,2,0
zantg,opto,fabz,triumphfork,0,-2,-2
esyosh,dunker,whyyz,doublec,1,0,2
enki,paoz,zantg,opto,0,2,0
whyyz,doublec,enki,paoz,0,-2,-2
tooi,zakofae,tadavidid,ziev,1,0,2
kuroda,rioru,lunar,ulf,0,2,1
ninpowa,kjelldon,kekkeri,zartzu,1,0,2
airli,boombucket,froakie,hansu,0,2,1
izaw,uncleben,tadavidid,ziev,0,2,0
skippo,jxblazo,kuroda,rioru,1,0,2
g-p,khanage,kekkeri,zartzu,0,2,0
nesstea,gijsbeer,airli,boombucket,0,2,0
izaw,uncleben,kuroda,rioru,0,2,0
g-p,khanage,nesstea,gijsbeer,0,2,0
izaw,uncleben,g-p,khanage,0,-2,-2
airli,boombucket,tooi,zakofae,0,-2,-2
kekkeri,zartzu,lunar,ulf,0,2,0
skippo,jxblazo,ninpowa,kjelldon,0,-2,-2
tadavidid,ziev,froakie,hansu,0,2,1
airli,boombucket,kekkeri,zartzu,1,0,2
skippo,jxblazo,tadavidid,ziev,0,2,0
kuroda,rioru,kekkeri,zartzu,1,0,2
nesstea,gijsbeer,skippo,jxblazo,0,2,0
kekkeri,zartzu,nesstea,gijsbeer,0,-2,-2
t27,wefferino,diggerty10,hgfeedback,0,-2,-2
triple finish,chrisr334,shadowclaw,d3ku,1,-2,-2
evilized,jenzo,karvis,lightsaber,0,-2,-2
tag,zht,linhgame,jacobarf,0,-2,-2
patrick,joe,t27,wefferino,0,-2,-2
warheart,alias,shadowclaw,d3ku,0,-2,-2
whoophee,riksto,evilized,jenzo,0,-2,-2
clade,majin_fighter,tag,zht,1,-2,-2
patrick,joe,warheart,alias,0,-2,-2
whoophee,riksto,tag,zht,1,-2,-2
patrick,joe,tag,zht,0,-2,-2
clade,majin_fighter,diggerty10,hgfeedback,0,-2,-2
evilized,jenzo,triple finish,chrisr334,0,-2,-2
shadowclaw,d3ku,karvis,lightsaber,1,-2,-2
t27,wefferino,linhgame,jacobarf,0,-2,-2
clade,majin_fighter,evilized,jenzo,0,-2,-2
karvis,lightsaber,t27,wefferino,0,-2,-2
warheart,alias,clade,majin_fighter,1,-2,-2
whoophee,riksto,karvis,lightsaber,1,-2,-2
