T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
kaserias,waldorf,pain,clipboards,0,2,0
blahloozer,scrublord,kraut,tubs,0,2,0
stemjefferson,seren,shydude,shybabe,0,2,0
bigtuna,cstick,mountain peakz,bti,1,-1,0
captainzack,pink fresh,kaserias,waldorf,0,2,0
proto,gameliking,blahloozer,scrublord,0,2,0
8bitman,nickriddle,stemjefferson,seren,0,2,0
nicole,zguh,mountain peakz,bti,0,2,1
captainzack,pink fresh,proto,gameliking,0,2,0
8bitman,nickriddle,nicole,zguh,0,2,0
captainzack,pink fresh,8bitman,nickriddle,0,2,1
captainzack,pink fresh,8bitman,nickriddle,0,-2,-2
mountain peakz,bti,pain,clipboards,1,0,2
stemjefferson,seren,kraut,tubs,0,2,0
blahloozer,scrublord,shydude,shybabe,0,2,0
kaserias,waldorf,bigtuna,cstick,0,0,-1
pain,clipboards,stemjefferson,seren,1,1,2
blahloozer,scrublord,kaserias,waldorf,1,0,2
proto,gameliking,stemjefferson,seren,0,2,1
nicole,zguh,kaserias,waldorf,0,2,0
proto,gameliking,nicole,zguh,0,2,1
8bitman,nickriddle,proto,gameliking,0,2,0
dwn4thekaz,techtonio,mr.h,prime,0,-2,-2
xane,plokmok,mesmerist,thepsychicgamer,0,-2,-2
asoma,kip!,uncle puppy,assman,0,-2,-2
squiddy,dracish,crysisbacon,unkn0wnkami,0,-2,-2
rich brown,aarvark,dwn4thekaz,techtonio,0,-2,-2
puppeh,chudat,xane,plokmok,0,-2,-2
filip,shogun,asoma,kip!,0,-2,-2
fons,raynoire,squiddy,dracish,0,-2,-2
rich brown,aarvark,puppeh,chudat,0,-2,-2
filip,shogun,fons,raynoire,0,-2,-2
rich brown,aarvark,filip,shogun,0,-2,-2
rich brown,aarvark,puppeh,chudat,0,-2,-2
squiddy,dracish,mr.h,prime,0,-2,-2
asoma,kip!,mesmerist,thepsychicgamer,0,-2,-2
xane,plokmok,uncle puppy,assman,0,-2,-2
dwn4thekaz,techtonio,crysisbacon,unkn0wnkami,0,-2,-2
squiddy,dracish,asoma,kip!,0,-2,-2
xane,plokmok,dwn4thekaz,techtonio,1,-2,-2
puppeh,chudat,squiddy,dracish,0,-2,-2
fons,raynoire,dwn4thekaz,techtonio,1,-2,-2
puppeh,chudat,dwn4thekaz,techtonio,0,-2,-2
filip,shogun,puppeh,chudat,1,-2,-2
varisia,falchionpunch,cob,ethane,1,-2,-2
cob,ethane,forsaken,damit,1,-2,-2
colinies,tekno,beardenstein,k-grizz,0,-2,-2
colinies,tekno,kasper,eureka,1,-2,-2
colinies,tekno,bow,frozen,0,-2,-2
beardenstein,k-grizz,varisia,falchionpunch,0,-2,-2
beardenstein,k-grizz,hyper crasher,rog,0,-2,-2
beardenstein,k-grizz,forsaken,damit,0,-2,-2
samsora,saj,colinies,tekno,0,-2,-2
samsora,saj,ned,mjg,0,-2,-2
samsora,saj,ned,mjg,0,-2,-2
samsora,saj,hyper crasher,rog,0,-2,-2
ned,mjg,cob,ethane,0,-2,-2
ned,mjg,kasper,eureka,0,-2,-2
ned,mjg,kasper,eureka,0,-2,-2
kasper,eureka,beardenstein,k-grizz,0,-2,-2
kasper,eureka,bow,frozen,0,-2,-2
gnox,n,bow,frozen,1,-2,-2
hyper crasher,rog,thursday,bayless,0,-2,-2
hyper crasher,rog,gnox,n,0,-2,-2
bow,frozen,thursday,bayless,0,-2,-2
bow,frozen,forsaken,damit,0,-2,-2
that1blakkkid,flockaveli,truckerchu,saiyaman,0,2,0
bhyer,liacci,ce,braxton8,1,0,2
