T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
bliss,jitio,bestness,frozn,1,0,2
zero,nairo,bestness,frozn,0,2,0
rust,saint,eldon,psydb,0,0,-1
hino,lycan,heartsdealer,dethasarus rex,0,2,0
tltc,stark,mellow dragon,jerm,0,2,1
dj jack,xaltis,lightspeed,burger king randy,0,2,0
soulbrotheruno,trainerjuanssb,iron_vasquez,krustol,1,0,2
karna,the wall,count,t-rex destiny,0,2,0
ansuke,samate,shippo,lop,1,1,2
zero,nairo,rust,saint,0,2,0
hino,lycan,tltc,stark,1,1,2
dj jack,xaltis,iron_vasquez,krustol,0,2,0
karna,the wall,shippo,lop,0,2,0
zero,nairo,tltc,stark,0,2,0
dj jack,xaltis,karna,the wall,1,0,2
zero,nairo,karna,the wall,0,2,1
ansuke,samate,bliss,jitio,0,2,1
ansuke,samate,count,t-rex destiny,0,2,0
soulbrotheruno,trainerjuanssb,lightspeed,burger king randy,0,2,0
mellow dragon,jerm,heartsdealer,dethasarus rex,0,2,0
eldon,psydb,bestness,frozn,1,-1,0
hino,lycan,ansuke,samate,0,2,0
rust,saint,soulbrotheruno,trainerjuanssb,0,2,1
shippo,lop,mellow dragon,jerm,1,0,2
iron_vasquez,krustol,bestness,frozn,1,0,2
hino,lycan,rust,saint,0,2,0
mellow dragon,jerm,bestness,frozn,0,2,0
dj jack,xaltis,hino,lycan,0,2,0
tltc,stark,mellow dragon,jerm,1,1,2
dj jack,xaltis,mellow dragon,jerm,0,2,1
karna,the wall,dj jack,xaltis,0,-2,-2
quazi,brodo,l3 exo,tmech,1,-2,-2
umeki,salena,l3 exo,tmech,0,-2,-2
letterboy,crocs,double a battery,khakis,1,-2,-2
ky,slither2hunter,choknater,spark,0,-2,-2
timmy,swoops,lookin43d,kazemon,0,-2,-2
pugwest,marss,york,superoven,0,-2,-2
shiny,jamnt0ast,kgb,twerkmastr,0,-2,-2
zombe,erow,ryuji,el,0,-2,-2
big sean,zeppelin,purfectroony,sandman,0,-2,-2
umeki,salena,double a battery,khakis,0,-2,-2
ky,slither2hunter,timmy,swoops,0,-2,-2
pugwest,marss,shiny,jamnt0ast,0,-2,-2
zombe,erow,big sean,zeppelin,0,-2,-2
umeki,salena,ky,slither2hunter,0,-2,-2
pugwest,marss,zombe,erow,0,-2,-2
umeki,salena,pugwest,marss,1,-2,-2
purfectroony,sandman,quazi,brodo,0,-2,-2
purfectroony,sandman,ryuji,el,1,-2,-2
kgb,twerkmastr,york,superoven,0,-2,-2
lookin43d,kazemon,choknater,spark,1,-2,-2
letterboy,crocs,l3 exo,tmech,1,-2,-2
timmy,swoops,ryuji,el,1,-2,-2
double a battery,khakis,kgb,twerkmastr,1,-2,-2
big sean,zeppelin,choknater,spark,0,-2,-2
shiny,jamnt0ast,l3 exo,tmech,0,-2,-2
ryuji,el,kgb,twerkmastr,0,-2,-2
big sean,zeppelin,shiny,jamnt0ast,1,-2,-2
zombe,erow,ryuji,el,1,-2,-2
ky,slither2hunter,shiny,jamnt0ast,0,-2,-2
ryuji,el,ky,slither2hunter,1,-2,-2
umeki,salena,ky,slither2hunter,0,-2,-2
stylesx2,dom,bun,splargh,0,-2,-2
stylesx2,dom,mr. doom,lord sturm,1,-2,-2
mr. doom,lord sturm,dolson,nasubisb,1,-2,-2
tvblaze,leaf,stylesx2,dom,0,-2,-2
tvblaze,leaf,crispytacoz,soronie,1,-2,-2
tvblaze,leaf,athena,roboticpainter,0,-2,-2
crispytacoz,soronie,xylon,moonboyjosh,0,-2,-2
villain,trevonte,tvblaze,leaf,0,-2,-2
villain,trevonte,dolson,nasubisb,0,-2,-2
villain,trevonte,virus,legit,0,-2,-2
dolson,nasubisb,virus,legit,1,-2,-2
et l eking,s@nt,crispytacoz,soronie,0,-2,-2
et l eking,s@nt,virus,legit,1,-2,-2
dan,jjrockets,villain,trevonte,1,-2,-2
dan,jjrockets,jago,noblemutt,0,-2,-2
dan,jjrockets,virus,legit,0,-2,-2
dan,jjrockets,virus,legit,1,-2,-2
not last,aarvark,jago,noblemutt,1,-2,-2
not last,aarvark,virus,legit,1,-2,-2
cyro,keitaro,bun,splargh,0,-2,-2
cyro,keitaro,mr. doom,lord sturm,0,-2,-2
cyro,keitaro,crispytacoz,soronie,0,-2,-2
jago,noblemutt,crispytacoz,soronie,1,-2,-2
virus,legit,cyro,keitaro,0,-2,-2
esam,mvd,villain,trevonte,0,-2,-2
esam,mvd,et l eking,s@nt,0,-2,-2
esam,mvd,cyro,keitaro,0,-2,-2
esam,mvd,xylon,moonboyjosh,0,-2,-2
xylon,moonboyjosh,hoffman,jumper j,0,-2,-2
athena,roboticpainter,dolson,nasubisb,1,-2,-2
athena,roboticpainter,hoffman,jumper j,0,-2,-2
athens,lucii~,15(ichigo),witchcraft,1,-2,-2
dabuz,hyuga,15(ichigo),witchcraft,0,-2,-2
cudr,dabes,bubbleyumm,rai,0,-2,-2
8bitman,jeezrick,warrior,frogo,0,-2,-2
mister eric,mav,jonny westside,aggronize,1,-2,-2
mrconcon,angbad,hitaku,ctrl,0,-2,-2
biddy,toast,omen,cpu!,0,-2,-2
j!,rom,entro,green,0,-2,-2
magnadx,waael,k•maru,uncle onion,0,-2,-2
dabuz,hyuga,cudr,dabes,0,-2,-2
8bitman,jeezrick,jonny westside,aggronize,0,-2,-2
mrconcon,angbad,biddy,toast,0,-2,-2
j!,rom,magnadx,waael,0,-2,-2
dabuz,hyuga,8bitman,jeezrick,0,-2,-2
mrconcon,angbad,j!,rom,0,-2,-2
dabuz,hyuga,mrconcon,angbad,0,-2,-2
k•maru,uncle onion,athens,lucii~,0,-2,-2
k•maru,uncle onion,entro,green,0,-2,-2
omen,cpu!,hitaku,ctrl,1,-2,-2
mister eric,mav,warrior,frogo,0,-2,-2
bubbleyumm,rai,15(ichigo),witchcraft,1,-2,-2
jonny westside,aggronize,k•maru,uncle onion,0,-2,-2
cudr,dabes,hitaku,ctrl,1,-2,-2
magnadx,waael,mister eric,mav,1,-2,-2
biddy,toast,15(ichigo),witchcraft,0,-2,-2
jonny westside,aggronize,hitaku,ctrl,0,-2,-2
mister eric,mav,biddy,toast,1,-2,-2
j!,rom,jonny westside,aggronize,0,-2,-2
8bitman,jeezrick,biddy,toast,0,-2,-2
