T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
lem0n,devastater,supercoolieboi,dj daaku,0,2,0
raijin,iliad,synthesis,vivanilla,0,2,0
falgod,shadow,level 3,kwelts,0,2,0
greasywork,lightwork,bashmo_4,young metro,0,2,0
dezmu,ninjalink,deenugget,mrbawkbagawk,0,-2,-2
baddydan,dreamm,the drizzle,giglfoosm,0,2,0
louloucore,qsb_fatty,butterlord,deity,0,2,0
blueman,soul hazard,oath,boat,0,2,0
witeoute,b-millz,rewind,shellderp,0,2,0
jakat,tantaco,dryesman,omega cookie,0,2,0
paso,fruitypotato,tdob,jenkins,1,0,2
melmuli,mulms,big blew,turtleclub,0,2,0
black,plague,doctorkayh,axebee,0,2,0
frupcakes,kryptonian,crimsonn,angelo,1,0,2
unknown,zekkenzk,br1nk,tgastt,1,0,2
phillycheeze,afrodesiak,nanaba,deku,0,2,0
exxion,moop,stewiegaming,belakxvibe,1,0,2
qsb_stitches,maritlage227,flash,freed00m,0,2,0
ally,mew2king,lem0n,devastater,0,2,0
raijin,iliad,falgod,shadow,1,0,2
dunston,darkaura,greasywork,lightwork,0,2,0
dezmu,ninjalink,baddydan,dreamm,1,1,2
v115,[t.t.d] blacktwins13,louloucore,qsb_fatty,0,2,0
kuraudo,killlock,blueman,soul hazard,1,0,2
pikapika!,san,witeoute,b-millz,0,2,0
kevin wong,michael krysz,jakat,tantaco,0,2,0
javi,mkleo,tdob,jenkins,0,2,0
gains,blitz,melmuli,mulms,0,2,1
fwed,z,black,plague,0,2,0
nurse,blanc,crimsonn,angelo,1,0,2
iceninja,poke,br1nk,tgastt,0,2,0
atlas,yonks,phillycheeze,afrodesiak,1,1,2
alphicans,chrim foish,stewiegaming,belakxvibe,0,2,0
deathorse,sirbeebee,qsb_stitches,maritlage227,0,2,0
ally,mew2king,falgod,shadow,0,2,0
dunston,darkaura,baddydan,dreamm,0,2,0
v115,[t.t.d] blacktwins13,blueman,soul hazard,0,2,0
pikapika!,san,kevin wong,michael krysz,0,2,0
javi,mkleo,gains,blitz,0,2,0
fwed,z,crimsonn,angelo,0,2,0
iceninja,poke,phillycheeze,afrodesiak,0,2,0
alphicans,chrim foish,deathorse,sirbeebee,1,1,2
ally,mew2king,dunston,darkaura,0,2,0
v115,[t.t.d] blacktwins13,pikapika!,san,0,2,1
javi,mkleo,fwed,z,0,2,0
iceninja,poke,deathorse,sirbeebee,0,2,1
ally,mew2king,v115,[t.t.d] blacktwins13,0,3,0
javi,mkleo,iceninja,poke,0,3,0
ally,mew2king,javi,mkleo,0,3,0
ally,mew2king,javi,mkleo,1,1,3
javi,mkleo,ally,mew2king,0,3,2
synthesis,vivanilla,level 3,kwelts,0,2,1
qsb_stitches,maritlage227,supercoolieboi,dj daaku,0,2,0
stewiegaming,belakxvibe,synthesis,vivanilla,0,2,1
atlas,yonks,bashmo_4,young metro,0,2,0
br1nk,tgastt,the drizzle,giglfoosm,1,0,2
nurse,blanc,butterlord,deity,0,2,0
black,plague,oath,boat,0,2,0
melmuli,mulms,rewind,shellderp,0,2,0
tdob,jenkins,dryesman,omega cookie,1,0,2
jakat,tantaco,paso,fruitypotato,0,2,0
witeoute,b-millz,big blew,turtleclub,0,2,0
kuraudo,killlock,doctorkayh,axebee,0,2,0
louloucore,qsb_fatty,frupcakes,kryptonian,1,0,2
dezmu,ninjalink,unknown,zekkenzk,0,2,0
greasywork,lightwork,nanaba,deku,1,0,2
raijin,iliad,exxion,moop,1,1,2
lem0n,devastater,flash,freed00m,0,2,0
qsb_stitches,maritlage227,stewiegaming,belakxvibe,0,2,1
atlas,yonks,the drizzle,giglfoosm,0,2,0
nurse,blanc,black,plague,0,2,1
melmuli,mulms,dryesman,omega cookie,0,2,0
jakat,tantaco,witeoute,b-millz,0,2,0
kuraudo,killlock,frupcakes,kryptonian,0,2,0
dezmu,ninjalink,nanaba,deku,0,2,0
exxion,moop,lem0n,devastater,0,2,1
kevin wong,michael krysz,qsb_stitches,maritlage227,1,0,2
blueman,soul hazard,atlas,yonks,0,2,1
baddydan,dreamm,nurse,blanc,1,1,2
falgod,shadow,melmuli,mulms,0,2,0
alphicans,chrim foish,jakat,tantaco,0,2,0
phillycheeze,afrodesiak,kuraudo,killlock,1,0,2
crimsonn,angelo,dezmu,ninjalink,1,0,2
gains,blitz,exxion,moop,0,2,0
qsb_stitches,maritlage227,blueman,soul hazard,0,2,0
nurse,blanc,falgod,shadow,1,1,2
alphicans,chrim foish,kuraudo,killlock,1,0,2
dezmu,ninjalink,gains,blitz,1,1,2
fwed,z,qsb_stitches,maritlage227,0,2,0
deathorse,sirbeebee,falgod,shadow,0,2,0
dunston,darkaura,kuraudo,killlock,0,2,0
pikapika!,san,gains,blitz,0,2,0
fwed,z,deathorse,sirbeebee,0,3,1
dunston,darkaura,pikapika!,san,0,3,2
v115,[t.t.d] blacktwins13,fwed,z,0,3,0
iceninja,poke,dunston,darkaura,1,2,3
v115,[t.t.d] blacktwins13,dunston,darkaura,0,3,1
javi,mkleo,v115,[t.t.d] blacktwins13,0,3,1
