T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
kam steele,skcomet,lord sturm,axmay,0,2,0
101silverstreak,theconcertguru,ò,hoodie,0,2,0
8 inches,dylan,everance,mr. postman,0,2,0
2slaps,rojan,trainer red,caiusred,0,2,0
zenyou,tyrant,kam steele,skcomet,0,2,0
seabass,jimmy,shana,rzi,0,2,0
yeti,danereich,101silverstreak,theconcertguru,0,2,0
nero,nom,dukel,bugcatcherwill,0,2,0
darkshad,akiro,8 inches,dylan,0,2,0
butter,tastycomawife,wumbo,hydra,0,2,0
starbasedfruit,jjrockets,2slaps,rojan,0,2,0
aqua,boscotty,xiivi,sells,0,2,1
zenyou,tyrant,seabass,jimmy,0,2,1
yeti,danereich,nero,nom,0,2,1
darkshad,akiro,butter,tastycomawife,0,2,0
starbasedfruit,jjrockets,aqua,boscotty,0,2,1
zenyou,tyrant,yeti,danereich,0,2,0
darkshad,akiro,starbasedfruit,jjrockets,1,0,2
zenyou,tyrant,starbasedfruit,jjrockets,1,0,2
starbasedfruit,jjrockets,zenyou,tyrant,0,-2,-2
xiivi,sells,lord sturm,axmay,0,2,0
wumbo,hydra,ò,hoodie,0,2,1
dukel,bugcatcherwill,everance,mr. postman,1,1,2
shana,rzi,trainer red,caiusred,0,2,0
xiivi,sells,2slaps,rojan,0,2,1
wumbo,hydra,8 inches,dylan,1,0,2
everance,mr. postman,101silverstreak,theconcertguru,1,0,2
shana,rzi,kam steele,skcomet,0,2,0
nero,nom,xiivi,sells,0,2,1
seabass,jimmy,8 inches,dylan,0,2,0
aqua,boscotty,101silverstreak,theconcertguru,0,2,0
butter,tastycomawife,shana,rzi,1,0,2
nero,nom,seabass,jimmy,0,2,1
aqua,boscotty,shana,rzi,0,2,0
darkshad,akiro,nero,nom,0,2,0
yeti,danereich,aqua,boscotty,0,2,0
darkshad,akiro,yeti,danereich,0,2,1
zenyou,tyrant,darkshad,akiro,0,2,0
privatequantum,craftercentury,sexychu,ninjarick,1,0,2
zora,cylent,blue_flavored,keetz,1,0,2
deus,moard,bubba,lustair,0,2,0
ksev,ally,sexychu,ninjarick,0,2,0
benson obama,damit,shel,jbrockpony,1,1,2
colinies,tyroy,cilvanis,the butt rumbler,0,2,0
cookietic,shinjoebi,razor,crash,0,2,0
james,biddy,blue_flavored,keetz,0,2,0
panda bair,snoofl,amiiboking313,braxton8,1,1,2
dan,nite,deus,moard,0,2,0
rickles,atata,jswiss,devinchi,0,2,0
ksev,ally,shel,jbrockpony,0,2,0
colinies,tyroy,cookietic,shinjoebi,1,0,2
james,biddy,amiiboking313,braxton8,0,2,0
dan,nite,rickles,atata,0,2,0
ksev,ally,cookietic,shinjoebi,0,2,1
james,biddy,dan,nite,0,2,1
ksev,ally,james,biddy,1,0,2
james,biddy,ksev,ally,0,-2,-2
jswiss,devinchi,privatequantum,craftercentury,0,2,1
razor,crash,zora,cylent,0,2,0
benson obama,damit,bubba,lustair,0,2,0
jswiss,devinchi,deus,moard,0,2,1
panda bair,snoofl,blue_flavored,keetz,0,2,1
razor,crash,cilvanis,the butt rumbler,1,0,2
benson obama,damit,sexychu,ninjarick,1,1,2
colinies,tyroy,jswiss,devinchi,0,2,0
shel,jbrockpony,panda bair,snoofl,0,2,0
rickles,atata,cilvanis,the butt rumbler,0,2,1
amiiboking313,braxton8,sexychu,ninjarick,0,2,0
colinies,tyroy,shel,jbrockpony,0,2,0
rickles,atata,amiiboking313,braxton8,0,2,0
dan,nite,colinies,tyroy,0,2,1
cookietic,shinjoebi,rickles,atata,0,2,0
dan,nite,cookietic,shinjoebi,0,2,1
ksev,ally,dan,nite,0,2,0
mjg,sinnyboo242,technology,smasher1001,0,2,0
mjg,sinnyboo242,xane,sai,0,2,0
mjg,sinnyboo242,big_mak,demitus,0,2,1
mjg,sinnyboo242,tacbac,truth,0,2,0
ecnebanjo,powpow,sunseeds,luckywind,1,1,2
ecnebanjo,powpow,nem,kicker,0,2,0
sunseeds,luckywind,sree,purin~,1,0,2
sofa king,bsquared,ateozc,midnight,1,1,2
sofa king,bsquared,crashgear,gearwhipped,0,2,0
technology,smasher1001,ecnebanjo,powpow,0,2,0
technology,smasher1001,sofa king,bsquared,0,2,0
technology,smasher1001,dom,verb,0,2,0
xane,sai,ateozc,midnight,0,2,0
xane,sai,sree,purin~,1,1,2
xane,sai,dom,verb,0,2,0
slowjoe,withinar,ecnebanjo,powpow,1,0,2
big_mak,demitus,ateozc,midnight,0,2,0
big_mak,demitus,technology,smasher1001,0,2,1
big_mak,demitus,sree,purin~,0,2,0
tacbac,truth,jayforce,rc tyco,0,2,0
rich brown,k9sbruce,mjg,sinnyboo242,1,1,2
rich brown,k9sbruce,slowjoe,withinar,0,2,0
rich brown,k9sbruce,big_mak,demitus,0,2,0
rich brown,k9sbruce,pikachow,zed,0,2,1
rich brown,k9sbruce,eightfold path h-man,captainzack,1,0,2
crashgear,gearwhipped,nem,kicker,1,0,2
sree,purin~,jayforce,rc tyco,0,2,0
sree,purin~,slowjoe,withinar,1,1,2
sree,purin~,pikachow,zed,0,2,1
eightfold path h-man,captainzack,mjg,sinnyboo242,0,-2,-2
eightfold path h-man,captainzack,mjg,sinnyboo242,0,2,1
eightfold path h-man,captainzack,sunseeds,luckywind,0,2,0
eightfold path h-man,captainzack,nem,kicker,0,2,0
dom,verb,tacbac,truth,0,2,0
dom,verb,wiseman,odis,0,2,0
wiseman,odis,pikachow,zed,1,0,2
godofgrunts,spooks mcdog,r3dbandit,vike,1,1,2
treeborn,blackwing,salad,storm,0,2,0
drkblaze,flashfire,gamefreak,mellow,0,2,0
elegant,aarvark,r3dbandit,vike,0,2,0
daybreak,advo,equin0x,ravenking,0,2,0
jdb!,mister eric,flipper,ml nick,0,2,0
very freezer,doom bot,percy,svp,0,2,0
zinoto,ned,treeborn,blackwing,0,2,0
vinson,technique!!!,soronajo,quilly,1,-1,0
seth,naoto,drkblaze,flashfire,0,2,0
jibca,dwn4thekaz,bushi,propain,0,0,-1
elegant,aarvark,daybreak,advo,0,2,1
jdb!,mister eric,very freezer,doom bot,1,0,2
zinoto,ned,soronajo,quilly,0,2,0
seth,naoto,jibca,dwn4thekaz,0,2,0
elegant,aarvark,very freezer,doom bot,0,2,0
zinoto,ned,seth,naoto,0,2,0
elegant,aarvark,zinoto,ned,0,2,0
elegant,aarvark,zinoto,ned,0,-2,-2
bushi,propain,godofgrunts,spooks mcdog,1,-1,0
percy,svp,salad,storm,0,2,0
equin0x,ravenking,gamefreak,mellow,0,2,0
godofgrunts,spooks mcdog,drkblaze,flashfire,1,0,2
vinson,technique!!!,treeborn,blackwing,1,0,2
percy,svp,flipper,ml nick,0,2,0
equin0x,ravenking,r3dbandit,vike,0,2,0
jdb!,mister eric,drkblaze,flashfire,0,2,0
daybreak,advo,treeborn,blackwing,0,2,0
jibca,dwn4thekaz,percy,svp,0,2,1
soronajo,quilly,equin0x,ravenking,1,1,2
jdb!,mister eric,daybreak,advo,1,0,2
jibca,dwn4thekaz,equin0x,ravenking,1,0,2
seth,naoto,daybreak,advo,0,2,0
very freezer,doom bot,equin0x,ravenking,0,2,0
seth,naoto,very freezer,doom bot,0,2,0
zinoto,ned,seth,naoto,0,2,0
starbasedfruit,jjrockets,elegant,aarvark,1,0,3
james,biddy,eightfold path h-man,captainzack,0,3,2
elegant,aarvark,james,biddy,0,3,1
elegant,aarvark,zinoto,ned,0,3,1
zenyou,tyrant,zinoto,ned,1,2,3
ksev,ally,mjg,sinnyboo242,0,3,0
starbasedfruit,jjrockets,zinoto,ned,1,1,3
eightfold path h-man,captainzack,ksev,ally,1,2,3
zinoto,ned,ksev,ally,0,3,1
james,biddy,zinoto,ned,1,0,3
