T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
k9sbruce,xzax,mugi,tozzi,1,-1,0
yuume,sarrow,buttercup,dinner,0,-2,-2
anti,ally,mugi,tozzi,0,-2,-2
reggie,jon dog,curlyq,jonny2x4,0,-2,-2
jkid,syde7,kerthorok,firewater,1,-2,-2
lawz,camalange,watzl,nfreak,0,-2,-2
puppeh,boss,yuume,sarrow,0,-2,-2
elu,zoan,vioridio,booteking,0,-2,-2
zan,mattyg,the fool,joejam,0,-2,-2
dub fear,mintos,quote,nickireda,0,-2,-2
anti,ally,reggie,jon dog,0,-2,-2
kerthorok,firewater,lawz,camalange,1,-2,-2
puppeh,boss,elu,zoan,0,-2,-2
zan,mattyg,dub fear,mintos,0,-2,-2
anti,ally,lawz,camalange,0,-2,-2
puppeh,boss,zan,mattyg,0,-2,-2
anti,ally,puppeh,boss,0,-2,-2
quote,nickireda,k9sbruce,xzax,0,0,-1
watzl,nfreak,buttercup,dinner,1,-2,-2
quote,nickireda,the fool,joejam,0,-2,-2
vioridio,booteking,yuume,sarrow,1,-2,-2
buttercup,dinner,jkid,syde7,1,-2,-2
curlyq,jonny2x4,mugi,tozzi,1,-2,-2
kerthorok,firewater,quote,nickireda,0,-2,-2
reggie,jon dog,yuume,sarrow,1,-2,-2
dub fear,mintos,jkid,syde7,1,-2,-2
elu,zoan,mugi,tozzi,0,-2,-2
kerthorok,firewater,yuume,sarrow,1,-2,-2
jkid,syde7,elu,zoan,1,-2,-2
zan,mattyg,yuume,sarrow,0,-2,-2
lawz,camalange,elu,zoan,0,-2,-2
zan,mattyg,lawz,camalange,0,-2,-2
puppeh,boss,zan,mattyg,0,-2,-2
sammyswags,drewskii55,boe jarrels,seth,1,0,2
p-watts,krodomon,tensin,chickennugger,1,1,2
pink fresh,marss,boe jarrels,seth,0,2,1
troy,gethos,jam,milky coco,1,0,2
vanity,mzzkc,ice,darkshad,1,0,2
cdk,ragingcherry,fmi,dirq,1,0,2
saj,xaltis,tensin,chickennugger,0,2,0
sammy,ash,peace,weezy,1,0,2
limbs,fatality,wheatcakes,kiffer,0,2,0
sm4shdeity,sparkz,perry,squid,0,2,0
pink fresh,marss,jam,milky coco,0,2,0
ice,darkshad,fmi,dirq,0,2,0
saj,xaltis,peace,weezy,0,2,0
limbs,fatality,sm4shdeity,sparkz,0,2,0
pink fresh,marss,ice,darkshad,0,2,0
saj,xaltis,limbs,fatality,0,2,0
pink fresh,marss,saj,xaltis,1,0,2
perry,squid,sammyswags,drewskii55,0,2,0
cdk,ragingcherry,p-watts,krodomon,0,2,0
perry,squid,wheatcakes,kiffer,1,0,2
sammy,ash,tensin,chickennugger,0,2,0
cdk,ragingcherry,vanity,mzzkc,1,0,2
troy,gethos,boe jarrels,seth,1,0,2
fmi,dirq,wheatcakes,kiffer,0,2,0
jam,milky coco,sammy,ash,0,2,0
sm4shdeity,sparkz,vanity,mzzkc,1,0,2
peace,weezy,boe jarrels,seth,1,0,2
fmi,dirq,jam,milky coco,1,0,2
vanity,mzzkc,boe jarrels,seth,1,0,2
limbs,fatality,jam,milky coco,0,2,0
ice,darkshad,boe jarrels,seth,1,0,2
limbs,fatality,boe jarrels,seth,1,0,2
pink fresh,marss,boe jarrels,seth,0,-2,-2
amp_mtnx,screaminglobsters,tras,kuna-chu,0,2,0
cakesofspan,freesk,bae,deployment,1,0,2
mr.r,trela,amp_mtnx,screaminglobsters,0,2,0
