p1,p2,finalPlacement
technicalsbrosinex,33
saturnmalk,65
abadangokameme,9
dathjjrockets,9
imfreesav_dre,49
rvrproductskynerd,65
socalgohantempo,49
mkleodabuz,5
pollosnoop,49
eondynamo,33
captainzackpink fresh,13
wailing walrusmiiself,65
voidnakat,4
fox16page,49
flonova!,65
waveblatz!,65
trevontesoronie,33
naviboat,65
pairoducksjehtt,49
nursefrededish,65
nico plsleo itou,65
nanomaiko,97
prophetedgar,33
glacertelmo,65
kwonrawknee,65
seagull joejerm,33
ikkipato-superquack,49
spakfulscedgehog,65
zanl.u.c.y,33
nietono9b,9
chargerthatonerider,33
jklycan,25
locusamac,25
rixking louie,65
mogflare,65
ssb100jesus,33
scourgegshark,49
blackdynowrightmijo,49
lolochinito,65
stealthydiablo,33
jedioko,65
blinxeikelmann,97
bertocroc,65
oatcetra,65
shadeasa,97
zenyoupugwest,13
zxlghost,25
okiwillyo,49
fslinkidk,65
valorstaz,65
seabasshydra,97
ssk9sbruce,13
solidpiecesraycharoen,97
emblemkafei,25
gloomylumen,65
kiraflaxpu55yk1ng,33
wii twerk trainersaj,25
taquitoskhan,65
orpheussubmediant,65
xzaxrice,33
kanyesd_god,49
komorikirimr.r,2
salem6wx,3
dyrprince ramen,33
houstontwerkmastr,33
horirickles,65
allylarry lurr,7
blubarrelroll,65
kinkreetpotter,65
elegantaarvark,7
douglesgranny smith,97
accharliedaking,49
felixr1hkami,97
dunkmaster ragnadaddy;)kins,25
samsoradark wizzy,17
ikeztco,65
tltcfalln,25
bowsermayo,97
kvpecho,49
regi shikimiic,33
tweekfalse,5
zvash,17
legitsoulimar,33
keplarkuroid,65
luck7zion,49
shinearkistor,65
daynicko,17
rich browntyrant,33
scattfatality,17
vinniemr.e,9
j.p.pixl,65
dr.feelgoodvar,65
razosura,65
mrconconzinoto,17
gpikarikie,65
nairozero,1
roguepenguinryo,25
aphrosm,97
shoebang!,49
reduxdoomlion,49
prodigyteb,17
2manycooksalphicans,13
slither2hunterkswz,49
athenahitaku,17
seanvillain,17
