p1,p2,finalPlacement
blue_flavoredkeetz,49
technologysmasher1001,17
sethnaoto,9
jdb!mister eric,25
ksevally,4
amiiboking313braxton8,25
ateozcmidnight,33
zoracylent,65
elegantaarvark,1
sofa kingbsquared,49
dukelbugcatcherwill,65
jswissdevinchi,33
nemkicker,49
saladstorm,65
kam steeleskcomet,49
yetidanereich,13
equin0xravenking,17
percysvp,33
r3dbanditvike,49
very freezerdoom bot,13
godofgruntsspooks mcdog,49
zinotoned,2
zenyoutyrant,7
sexychuninjarick,33
xanesai,25
tacbactruth,49
starbasedfruitjjrockets,5
big_makdemitus,13
gamefreakmellow,65
bubbalustair,65
daybreakadvo,17
coliniestyroy,17
deusmoard,49
benson obamadamit,49
sreepurin~,17
flipperml nick,49
eightfold path h-mancaptainzack,5
sheljbrockpony,25
mjgsinnyboo242,7
privatequantumcraftercentury,65
cookieticshinjoebi,13
razorcrash,49
sunseedsluckywind,33
xiivisells,33
soronajoquilly,33
wisemanodis,65
seabassjimmy,25
aquaboscotty,17
darkshadakiro,9
panda bairsnoofl,33
jibcadwn4thekaz,25
everancemr. postman,49
rich brownk9sbruce,9
ecnebanjopowpow,25
lord sturmaxmay,65
jamesbiddy,3
wumbohydra,49
buttertastycomawife,33
neronom,17
2slapsrojan,49
domverb,33
treebornblackwing,33
crashgeargearwhipped,65
drkblazeflashfire,33
pikachowzed,49
8 inchesdylan,33
bushipropain,65
ricklesatata,17
dannite,9
jayforcerc tyco,65
slowjoewithinar,33
òhoodie,65
trainer redcaiusred,65
101silverstreaktheconcertguru,33
shanarzi,25
vinsontechnique!!!,49
cilvanisthe butt rumbler,33
