T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
wubz,ojwaddler,asoma,aloha,1,-2,-2
apple,james,chrome kingfisher,masterchef,0,-2,-2
tekno,munenori,reef,van,0,-2,-2
roymyboi,seren,mayt,dirty eggroll,0,-2,-2
seagull joe,tension,greg,fiercetaint,0,-2,-2
dom,stylesx2,yinja,hungrypang,1,-2,-2
mvd,esam,asoma,aloha,0,-2,-2
apple,james,tekno,munenori,0,-2,-2
ss,k9sbruce,roymyboi,seren,0,-2,-2
seagull joe,tension,yinja,hungrypang,0,-2,-2
mvd,esam,apple,james,0,-2,-2
ss,k9sbruce,seagull joe,tension,1,-2,-2
mvd,esam,seagull joe,tension,0,-2,-2
mvd,esam,seagull joe,tension,0,-2,-2
chrome kingfisher,masterchef,reef,van,0,-2,-2
greg,fiercetaint,dom,stylesx2,1,-2,-2
yinja,hungrypang,wubz,ojwaddler,1,-2,-2
roymyboi,seren,chrome kingfisher,masterchef,1,-2,-2
tekno,munenori,mayt,dirty eggroll,0,-2,-2
asoma,aloha,dom,stylesx2,1,-2,-2
wubz,ojwaddler,chrome kingfisher,masterchef,1,-2,-2
tekno,munenori,dom,stylesx2,0,-2,-2
apple,james,chrome kingfisher,masterchef,0,-2,-2
ss,k9sbruce,tekno,munenori,0,-2,-2
apple,james,ss,k9sbruce,0,-2,-2
seagull joe,tension,apple,james,0,-2,-2
drent,sothee,iceking,gizmodro,1,-2,-2
hiroi,suarsuar,schmikeytaters,etone,0,-2,-2
day,mekos,kirbeeb,donutgames43,0,-2,-2
natle,radam,dr. hands,moosejaw,0,-2,-2
max ketchum,angel cortes,nausica,jeist,0,-2,-2
coldweatherr,kasino,pudd,turtles,1,-2,-2
void,nakat,iceking,gizmodro,0,-2,-2
hiroi,suarsuar,day,mekos,1,-2,-2
ash23,remzi,natle,radam,0,-2,-2
max ketchum,angel cortes,pudd,turtles,1,-2,-2
void,nakat,day,mekos,0,-2,-2
ash23,remzi,pudd,turtles,1,-2,-2
void,nakat,pudd,turtles,0,-2,-2
void,nakat,ash23,remzi,0,-2,-2
schmikeytaters,etone,kirbeeb,donutgames43,1,-2,-2
nausica,jeist,coldweatherr,kasino,0,-2,-2
max ketchum,angel cortes,drent,sothee,0,-2,-2
natle,radam,kirbeeb,donutgames43,1,-2,-2
hiroi,suarsuar,dr. hands,moosejaw,0,-2,-2
iceking,gizmodro,nausica,jeist,1,-2,-2
max ketchum,angel cortes,kirbeeb,donutgames43,0,-2,-2
hiroi,suarsuar,nausica,jeist,1,-2,-2
day,mekos,max ketchum,angel cortes,1,-2,-2
ash23,remzi,nausica,jeist,0,-2,-2
max ketchum,angel cortes,ash23,remzi,1,-2,-2
pudd,turtles,ash23,remzi,1,-2,-2
nioret,master jay,rollinsky,deepthroat,0,-2,-2
mister eric,acestarthe3rd,g jay,gurizuri,0,-2,-2
craziecuban,saj,minix,dubcan,1,-2,-2
toasterding,suff,ace,bungholio,1,-1,0
k.i.d.goggles,pikapika!,corn,lil jack,0,-2,-2
slurpy,meatle,nickman,erics,1,-2,-2
false,tweek,nioret,master jay,0,-2,-2
mister eric,acestarthe3rd,minix,dubcan,0,-2,-2
dkwill,mr.e,ace,bungholio,0,-2,-2
k.i.d.goggles,pikapika!,nickman,erics,0,-2,-2
false,tweek,mister eric,acestarthe3rd,0,-2,-2
dkwill,mr.e,k.i.d.goggles,pikapika!,0,-2,-2
false,tweek,dkwill,mr.e,1,1,2
dkwill,mr.e,k.i.d.goggles,pikapika!,0,-2,-2
g jay,gurizuri,craziecuban,saj,0,-2,-2
corn,lil jack,slurpy,meatle,0,-2,-2
nickman,erics,rollinsky,deepthroat,0,-2,-2
ace,bungholio,g jay,gurizuri,0,-2,-2
minix,dubcan,toasterding,suff,0,-2,-2
nioret,master jay,corn,lil jack,1,-2,-2
nickman,erics,ace,bungholio,1,-2,-2
minix,dubcan,corn,lil jack,0,-2,-2
mister eric,acestarthe3rd,ace,bungholio,0,-2,-2
k.i.d.goggles,pikapika!,minix,dubcan,0,-2,-2
mister eric,acestarthe3rd,k.i.d.goggles,pikapika!,1,-2,-2
false,tweek,k.i.d.goggles,pikapika!,1,-2,-2
guts?,aneki,selovanna,ury,0,2,0
promaelia,zephyr,bill candy,regimaster57,0,2,0
coreo,tico,thatguy,rango,0,2,0
saltyjuice,mcluvin,firewater,kiffer,1,1,2
atomsk,adhd,l30,weezy,0,2,0
ppdmd,jake,rex,airlift,1,0,2
ally,jbandrew,guts?,aneki,0,2,1
promaelia,zephyr,coreo,tico,0,2,1
marss,pugwest,firewater,kiffer,0,2,0
atomsk,adhd,rex,airlift,0,2,0
ally,jbandrew,promaelia,zephyr,0,-2,-2
marss,pugwest,atomsk,adhd,0,2,0
ally,jbandrew,marss,pugwest,0,2,0
ally,jbandrew,marss,pugwest,0,-2,-2
bill candy,regimaster57,thatguy,rango,1,0,2
l30,weezy,ppdmd,jake,0,2,0
rex,airlift,selovanna,ury,0,2,1
firewater,kiffer,thatguy,rango,1,0,2
coreo,tico,saltyjuice,mcluvin,0,2,0
guts?,aneki,l30,weezy,1,0,2
rex,airlift,thatguy,rango,1,0,2
coreo,tico,l30,weezy,1,1,2
promaelia,zephyr,thatguy,rango,0,2,1
atomsk,adhd,l30,weezy,0,2,1
promaelia,zephyr,atomsk,adhd,1,0,2
marss,pugwest,atomsk,adhd,0,2,0
pk_cheeze,maxi,scirus,golstan,1,0,2
leaf fc,dragoniota,atro,tweli,0,2,0
f.o.e.,skwiggs,bkg,spec,0,2,0
oni,tito,gibbs,vp,0,0,-1
neos,scatt,flopside,dare,0,2,0
vanish mantle,red cap,bullshooter,cr,0,2,0
abadango,mr.r,scirus,golstan,0,2,0
leaf fc,dragoniota,f.o.e.,skwiggs,1,0,2
riz,c3po,oni,tito,0,2,0
neos,scatt,vanish mantle,red cap,0,2,0
abadango,mr.r,f.o.e.,skwiggs,0,2,0
riz,c3po,neos,scatt,1,0,2
abadango,mr.r,neos,scatt,0,2,0
abadango,mr.r,neos,scatt,0,-2,-2
atro,tweli,bkg,spec,0,0,-1
flopside,dare,bullshooter,cr,1,-1,0
vanish mantle,red cap,pk_cheeze,maxi,0,2,0
oni,tito,atro,tweli,0,2,0
leaf fc,dragoniota,gibbs,vp,0,0,-1
scirus,golstan,bullshooter,cr,0,2,0
vanish mantle,red cap,oni,tito,0,2,0
leaf fc,dragoniota,scirus,golstan,0,2,0
f.o.e.,skwiggs,vanish mantle,red cap,0,2,0
riz,c3po,leaf fc,dragoniota,0,2,1
f.o.e.,skwiggs,riz,c3po,1,1,2
neos,scatt,riz,c3po,0,2,0
soulvaccine,wd40,lobster,crazycookie,0,2,1
amsa,mr.ii,hachiman,lyke,0,2,0
okay,vanish,fabled,toast,1,0,2
rad,lynx,final smasher,weird_waluigi_233,1,0,2
hungrybox,istudying,hawkboy1080yt,hawkdad,0,2,0
kouhai,gear2nd,bruh,mulkster,0,2,0
larry lurr,zenyou,soulvaccine,wd40,0,2,0
amsa,mr.ii,fabled,toast,0,2,1
boss,acid,final smasher,weird_waluigi_233,0,2,0
hungrybox,istudying,kouhai,gear2nd,0,2,0
larry lurr,zenyou,amsa,mr.ii,0,2,0
boss,acid,hungrybox,istudying,0,2,0
larry lurr,zenyou,boss,acid,0,2,0
