T1P1,T1P2,T2P1,P2P2,set winner,T1Score,T2Score
mew2king,ally,obamallama,hubes,0,0,-1
harlock,kamikaze,quilly,dare2dream,1,1,2
dyr,saj,giganterra,moose,0,2,0
xzax,samsora,chanchan,taletalon,0,2,0
mew2king,ally,quilly,dare2dream,0,2,0
dyr,saj,xzax,samsora,1,0,2
mew2king,ally,xzax,samsora,0,2,0
mew2king,ally,xzax,samsora,0,-2,-2
obamallama,hubes,harlock,kamikaze,1,-1,0
giganterra,moose,chanchan,taletalon,0,2,0
dyr,saj,harlock,kamikaze,0,2,1
quilly,dare2dream,giganterra,moose,0,2,1
dyr,saj,quilly,dare2dream,0,2,0
xzax,samsora,dyr,saj,0,2,1
chuck nasty,makibaz,soronajo,drcudahy,0,2,0
pink fresh,captainzack,bigus wigus,oak,0,2,0
james,hertz,karbine,agent x,1,-1,0
nairo,zero,chuck nasty,makibaz,0,2,0
pink fresh,captainzack,karbine,agent x,0,2,0
nairo,zero,pink fresh,captainzack,0,2,0
nairo,zero,pink fresh,captainzack,0,-2,-2
bigus wigus,oak,james,hertz,0,0,-1
karbine,agent x,soronajo,drcudahy,1,0,2
chuck nasty,makibaz,bigus wigus,oak,0,2,0
soronajo,drcudahy,chuck nasty,makibaz,1,0,2
pink fresh,captainzack,chuck nasty,makibaz,0,2,0
larry lurr,anti,jman3,boneless,0,2,1
larry lurr,anti,fatality,scatt,0,-2,-2
larry lurr,anti,fatality,scatt,0,2,1
larry lurr,anti,soberd,sideb,0,2,0
chrispy,bsquared,cook,withinar,1,0,2
tatsyu,xsaoxsurvivorx,jman3,boneless,1,0,2
jman3,boneless,treble,that1blakkkid,0,2,1
cook,withinar,tatsyu,xsaoxsurvivorx,0,2,0
cook,withinar,jman3,boneless,0,2,1
fatality,scatt,cook,withinar,0,2,0
fatality,scatt,cook,withinar,0,2,0
fatality,scatt,treble,that1blakkkid,0,2,1
treble,that1blakkkid,chrispy,bsquared,0,2,0
soberd,sideb,tatsyu,xsaoxsurvivorx,1,0,2
jswiss,devinchi,rango,gottoms,1,0,2
abadango,kameme,jefecaminador,lsxandrew,0,2,1
deezus,miloni,zora,cylent,0,2,0
mr.e,vinnie,rango,gottoms,0,2,0
abadango,kameme,deezus,miloni,0,2,1
mr.e,vinnie,abadango,kameme,1,0,2
abadango,kameme,mr.e,vinnie,0,-2,-2
jefecaminador,lsxandrew,zora,cylent,0,2,1
deezus,miloni,jswiss,devinchi,0,2,0
rango,gottoms,jefecaminador,lsxandrew,0,2,0
deezus,miloni,rango,gottoms,0,2,0
mr.e,vinnie,deezus,miloni,0,2,0
salem,ryuga,sergio,one more,0,2,0
doctor b,biscuit,methacrylate,a-n too,0,2,0
nakat,void,arma,nicole,0,0,-1
jjrockets,mystearica,aeroux,stylo.ren,0,2,0
salem,ryuga,doctor b,biscuit,0,2,0
nakat,void,jjrockets,mystearica,0,2,0
salem,ryuga,nakat,void,0,2,1
salem,ryuga,nakat,void,0,-2,-2
sergio,one more,methacrylate,a-n too,1,0,2
arma,nicole,aeroux,stylo.ren,1,-1,0
